"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"A Deep Neural Network based model to forecast Geomagnetic Storm and observe the effects of various activation functions on the model","M. J. Alam; J. Rabbi; S. Ahamed","Department of Computer Science and Engineering, Khulna University of Engineering & Technology, Khulna, Bangladesh; Department of Computer Science and Engineering, Khulna University of Engineering & Technology, Khulna, Bangladesh; Department of Computer Science and Engineering, Khulna University of Engineering & Technology, Khulna, Bangladesh","2022 International Conference on Recent Progresses in Science, Engineering and Technology (ICRPSET)","25 Jul 2023","2022","","","1","5","A solar flare and the energy exchange from the sun cause a geomagnetic storm, also known as a magnetic storm, on Earth's surface. Satellite and communication systems can be hampered during a magnetic storm. The DST index measures the magnetic activity that leads to magnetic storms. LSTM and GRU are two examples of cutting-edge machine learning algorithms that can be used to forecast the DST index. We proposed an artificial neural network-based model to forecast geomagnetic storms. The main layers of the base model were the LSTM layer, the convolutional layer, and the dense layer. We employed four activation functions to observe the effect of activation functions on the results of the model. The performance of the swish activation function was superior, while ELU was inferior. This work demonstrated the accuracy and loss of the model while different activation functions were used. The model error and validation error of our best evaluation were 0.1591 and 0.4658, respectively. We used RMSE to measure the performance of the model. The RMSE value of the best model was 0.4246.","","979-8-3503-3270-4","10.1109/ICRPSET57982.2022.10188558","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10188558","Geomagnetic Storm;DST index;Neural Netwok;LSTM;Space weather;Deep Learning","Machine learning algorithms;Satellites;Time series analysis;Artificial neural networks;Predictive models;Geomagnetic storms;Data models","convolutional neural nets;deep learning (artificial intelligence);learning (artificial intelligence);magnetic storms;neural nets;recurrent neural nets;solar flares","artificial neural network-based model;communication systems;convolutional layer;deep neural network;different activation functions;DST index;geomagnetic storm;LSTM layer;magnetic activity;magnetic storm;main layers;model error;swish activation function;validation error","","","","18","IEEE","25 Jul 2023","","","IEEE","IEEE Conferences"
"Modeling and Predicting Saudi Crude Oil Production Using Artificial Neural Networks (ANN) and Some Others Predictive Techniques","A. AlArjani; T. Alam; A. Kineber","Department of Industrial Engineering, College of Engineering Prince Sattam Bin Abdulaziz University, Al Kharj, Saudi Arabia; Department of Industrial Engineering, College of Engineering Prince Sattam Bin Abdulaziz University, Al Kharj, Saudi Arabia; Department of Civil Engineering, College of Engineering Prince Sattam Bin Abdulaziz University, Al Kharj, Saudi Arabia","2022 2nd International Seminar on Machine Learning, Optimization, and Data Science (ISMODE)","19 Jul 2023","2022","","","524","528","Forecasting models are essential for economic development and making appropriate policy decisions. The purpose of this study is to forecast crude oil production in Saudi Arabia for the following year. Our study is aimed at predicting Saudi Arabia’s crude oil production using Artificial Neural Networks (ANN), Holt-Winters Exponential Smoothing (HW), and Autoregressive Integrated Moving Averages (ARIMA). Based on 1993-2022 crude oil production (million barrels per day) data, this study applies statistical analysis to forecast time series data based on said models over a period. The study also analyzes the forecast model’s accuracy using a variety of measures. As a result of the analysis, this study found that ANNs are the most effective at predicting crude oil production. Thus, among other models analyzed in this study, the ANN model can accurately predict Saudi Arabia’s crude oil production in the future. In addition, the study aims to clarify the current situation of crude oil production in the kingdom. Researchers will be able to better understand crude oil production forecasts as a result of this study. This study can also provide guidance for developing a strategic plan for government entities.","","978-1-6654-5564-0","10.1109/ISMODE56940.2022.10180990","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10180990","Prediction;crude-oil;artificial neural networks;Holt-Winters exponential smoothing;and auto-regressive integrated moving averages","Analytical models;Smoothing methods;Statistical analysis;Oils;Biological system modeling;Time series analysis;Production","autoregressive moving average processes;crude oil;forecasting theory;neural nets;production engineering computing;strategic planning;time series","ANN model;ARIMA;artificial neural networks;autoregressive integrated moving averages;crude oil production;crude oil production forecasts;economic development;forecasting models;Holt-Winters exponential smoothing;Saudi Arabia crude oil production;strategic plan","","","","21","IEEE","19 Jul 2023","","","IEEE","IEEE Conferences"
"Forecasting Underground Water Levels: LSTM Based Model Outperforms GRU and Decision Tree Based Models","M. Jafril Alam; S. Kar; S. Zaman; S. Ahamed; K. Samiya","Department of Computer Science and Engineering, Khulna University of Engineering & Technology, Khulna, Bangladesh; Department of Computer Science and Engineering, Khulna University of Engineering & Technology, Khulna, Bangladesh; Department of Computer Science and Engineering, Khulna University of Engineering & Technology, Khulna, Bangladesh; Department of Computer Science and Engineering, Khulna University of Engineering & Technology, Khulna, Bangladesh; Department of Computer Science and Engineering, Khulna University of Engineering & Technology, Khulna, Bangladesh","2022 IEEE International Women in Engineering (WIE) Conference on Electrical and Computer Engineering (WIECON-ECE)","19 Jun 2023","2022","","","280","283","Underground water is too important in human life from various perspectives, but water depletion is a significant problem worldwide. The underground water level is decreasing daily and often increasing in some places. In order to save water, it is essential to observe underground water levels, so we proposed a methodology based on machine learning and deep learning to forecast underground water levels. This study used machine learning algorithms, including Random Forest and XGBoost Regressor, and deep learning algorithms like LSTM and GRU. We also looked into the effects of such algorithms on time series data. In terms of Mean absolute error (MAE) and Root Mean Squared Error (RMSE) score, the LSTM-based model out-performed the GRU-based model, Random Forest Regressor, and XGBoost Regressor. In our study, deep learning algorithm-based models outperformed traditional machine learning algorithms on time series data of water level. Specifically, LSTM outperformed other models in estimating groundwater levels.","","979-8-3503-1156-3","10.1109/WIECON-ECE57977.2022.10151230","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10151230","Underground water;Water level;Time series data;Machine Learning;Deep Learning;LSTM;GRU;Random Forest;XGBoost","Deep learning;Machine learning algorithms;Time series analysis;Forestry;Predictive models;Prediction algorithms;Data models","decision trees;deep learning (artificial intelligence);groundwater;learning (artificial intelligence);mean square error methods;random forests;recurrent neural nets;regression analysis;time series","decision tree based models;deep learning algorithm-based models;deep learning algorithms;forecasting underground water levels;GRU-based model;LSTM-based model;machine learning algorithms;model outperforms GRU;underground water level;water depletion","","","","11","IEEE","19 Jun 2023","","","IEEE","IEEE Conferences"
"Statistical analysis and forecasting of potato yield dynamics in the Republic of Uzbekistan","A. Fayziev; A. Turgunov; K. Mamadaliev; S. Nasridinov","Department of IT and Mathematics Tashkent State, Agrarian University, Tashkent, Uzbekistan; Department of Al. and MM, TUIT named after Muhammad al-Khwarizmi, Tashkent, Uzbekistan; Department of Al. and MM, TUIT named after Muhammad al-Khwarizmi, Tashkent, Uzbekistan; Department of Al. and MM, TUIT named after Muhammad al-Khwarizmi, Tashkent, Uzbekistan","2022 International Conference on Information Science and Communications Technologies (ICISCT)","14 Jun 2023","2022","","","1","4","Observations on some phenomenon, the nature of which changes over time, generates an ordered sequence, which is called a time series. The article, using the method of statistical analysis of time series, studied the statistical regularity of the series of dynamics $\left(\bar{y}_t\right)$-average potato yield in the Republic of Uzbekistan (based on the materials of the CSO of the Republic of Uzbekistan for 1991-2018). Point and interval estimates for the average potato yield in the Republic were constructed with a 95 procent guarantee, explicit types of trends have also been determined as well as the yield in the Republic was predicted for subsequent years. Using the Durbin-Watson statistical criteria, it was determined that the average potato yield in the region has an autocorrelation dependence, i.e. Confirmed that the yield of potatoes in the Republic this year depends on the yield of past years.","","978-1-6654-7229-6","10.1109/ICISCT55600.2022.10146743","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10146743","discrete;dynamic;series;trend;seasonality;component;linear;least;hypothesis;forecast;autocorrelation;asymmetry","Information science;Statistical analysis;Time series analysis;Linearity;Crops;Market research;Communications technology","agricultural products;statistical analysis;time series","autocorrelation dependence;Durbin-Watson statistical criteria;forecasting;potato yield dynamics;Republic of Uzbekistan;series of dynamics;statistical analysis;statistical regularity;time series","","","","13","IEEE","14 Jun 2023","","","IEEE","IEEE Conferences"
"Iraqi Stock Market Prediction Using Hybrid LSTM and CNN Algorithm","S. AlHakeem; N. Al-Anber; H. Atee","Information Technologies Technical College of Management, Middle Technical University (MTU), Baghad, Iraq; Technical College of Management, Middle Technical University (MTU), Baghad, Iraq; Institute of Administration Al-Rusafa, Middle Technical University (MTU), Baghad, Iraq","2022 Fifth College of Science International Conference of Recent Trends in Information Technology (CSCTIT)","14 Jun 2023","2022","","","86","92","Predicting a stock price index is an important method that contributes to increasing confidence between the investor and the market, and helps him to make the right investment decisions, to achieve profits and avoid losses, because the wrong decisions carry heavy losses that may lead to bankruptcy often due to the sharp volatility of the index up and down, and provide opportunities to develop the right strategic plans in the long and short term, which in turn leads to the prosperity of the market, and attract investors to it by relying on future expectations that mimic the reality. In this paper, a hybrid model was developed for the purpose of increasing the accuracy of prediction the Iraqi stock markets index. Hybridization of the CNN Convolution Neural Network model with the most important long-term time series forecasting model, Long Short-Term Memory (LSTM), has been created to increase its accuracy by predicting. English translation. The study community is represented by the 6 sectors in Iraq's financial markets. The sectors studied are (banking, telecommunications, and tourism, agriculture, industry and services sectors) and a weekly data series has been taken for the previous five years from 2017 to 2021. Through many experiments on the proposed model, it has been concluded that the proposed system has reached a minimum error rate is 0.000404.","","979-8-3503-3492-0","10.1109/CSCTIT56299.2022.10145669","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10145669","CNN;Deep Learning;LSTM;Stock Market and Predicting","Training;Error analysis;Time series analysis;Neural networks;Predictive models;Prediction algorithms;Telecommunications","convolutional neural nets;investment;neural nets;pricing;recurrent neural nets;stock markets;strategic planning;time series","CNN algorithm;CNN Convolution Neural Network model;future expectations;heavy losses;hybrid LSTM;hybrid model;hybridization;increasing confidence;investment decisions;investor;Iraq's financial markets;Iraqi stock market prediction;Iraqi stock markets index;Long Short-Term Memory;long term;long-term time series forecasting model;mimic the reality;services sectors;sharp volatility;stock price index;strategic plans;wrong decisions","","","","22","IEEE","14 Jun 2023","","","IEEE","IEEE Conferences"
"Research on Prediction of Per Capita Disposable Income of Rural Residents in Shandong Province Based on GM (1,1) Model","Z. Xu; M. Xue","Shandong Light Industry Collective Enterprise Association, Jinan, China; Shandong Light Industry Collective Enterprise Association, Jinan, China","2022 3rd International Conference on Computer Science and Management Technology (ICCSMT)","8 Jun 2023","2022","","","48","51","Residents' disposable income refers to the disposable income that residents can use. The changing trend of living standards in a country or region plays a decisive role in the consumption expenditure of residents. Based on the original data source in Shandong Statistical Yearbook, this paper analyzes the per capita disposable income of Shandong Province from 2011 to 2021, and establishes a GM (1,1) forecasting model to analyze and predict the per capita disposable income of rural residents in Shandong Province in the next five years. The model results show that the GM (1,1) forecasting model is suitable for forecasting the rural per capita disposable income in the next five years, and the precision is relatively high. Judging from the forecast results, the gap between the per capita disposable income of rural residents and urban areas is still large. In order to narrow the gap between urban and rural per capita income and promote the common prosperity of farmers, local governments also need to gradually lake measures to increase The income of rural residents and strengthen assistance to rural residents to increase their income.","","979-8-3503-2040-4","10.1109/ICCSMT58129.2022.00017","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10143816","GM (1,1);grey forecasting model;per capita disposable income","Analytical models;Local government;Soft sensors;Urban areas;Rural areas;Predictive models;Lakes","economic indicators;lakes;local government;statistical analysis;time series","capita income;GM;per capita disposable income;rural residents;Shandong Province","","","","4","IEEE","8 Jun 2023","","","IEEE","IEEE Conferences"
"AQI Prediction Model of Shijiazhuang City Based on Multivariate Time Series Analysis","X. Zhu; S. Liu; X. Zhu","School of Management, Shanghai University Of Engineering Science, Shanghai, China; School of Management, Shanghai University Of Engineering Science, Shanghai, China; School of Information, Beijing University of International Business and Economics, Beijing, China","2022 3rd International Conference on Computer Science and Management Technology (ICCSMT)","8 Jun 2023","2022","","","465","470","With the rapid development of industrial industry, smoke, automobile exhaust and industrial exhaust emissions, various air pollution problems have become increasingly prominent. In order to prevent and control urban air pollution problems, it is necessary to understand the causes of air pollution and accurately grasp the changing trend of air quality (AQI). However, when traditional multiple linear regression and time series models predict AQI, there are some problems such as incomplete information utilization and low prediction accuracy. Based on this, the paper puts forward an AQI prediction method based on multiple time series (ARMAX). In the method, the lag order of AQI influencing factors in time series is introduced into the regression term, the residual series information is extracted, and the AQI prediction model is established. Taking Shijiazhuang city as an example, the data of AQI and its influencing factors from October 2013 to May 2022 in Shijiazhuang were collected. After preprocessing the data, the multiple linear regression model, the single time series model and the ARMAX model were used to fit and predict the data. After that, RMSE, MAE and MAPE are used to compare the prediction accuracy of the three models. The results show that the prediction accuracy of ARMAX model is significantly higher than that of single time series model or multiple linear regression model. Finally, according to the experimental conclusion, the article gives some suggestions for the prevention and control of air pollution in Shijiazhuang.","","979-8-3503-2040-4","10.1109/ICCSMT58129.2022.00104","National Natural Science Foundation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10143895","Multi-time series;AQI forecast;Atmospheric control;ARMAX model","Analytical models;Atmospheric modeling;Computational modeling;Time series analysis;Linear regression;Urban areas;Predictive models","air pollution;air quality","air quality;AQI influencing factors;AQI prediction method;AQI prediction model;ARMAX model;automobile exhaust;industrial exhaust emissions;industrial industry;multiple linear regression model;multivariate time series analysis;residual series information;Shijiazhuang city;single time series model;traditional multiple linear regression;urban air pollution problems","","","","7","IEEE","8 Jun 2023","","","IEEE","IEEE Conferences"
"Design and Application of crop Variety Recommendation and Production Decision System in Agricultural Production","J. Zhang; Q. Zhao; X. Li; H. Zang; F. Hu; G. Li; G. Zheng","Key Laboratory of Huang-Huai-Hai Smart Agricultural Technology, Henan Academy of Agricultural Sciences, Institute of Agricultural Economics and Information, Zhengzhou, China; Key Laboratory of Huang-Huai-Hai Smart Agricultural Technology, Henan Academy of Agricultural Sciences, Institute of Agricultural Economics and Information, Zhengzhou, China; Key Laboratory of Huang-Huai-Hai Smart Agricultural Technology, Henan Academy of Agricultural Sciences, Institute of Agricultural Economics and Information, Zhengzhou, China; Key Laboratory of Huang-Huai-Hai Smart Agricultural Technology, Henan Academy of Agricultural Sciences, Institute of Agricultural Economics and Information, Zhengzhou, China; Key Laboratory of Huang-Huai-Hai Smart Agricultural Technology, Henan Academy of Agricultural Sciences, Institute of Agricultural Economics and Information, Zhengzhou, China; Key Laboratory of Huang-Huai-Hai Smart Agricultural Technology, Henan Academy of Agricultural Sciences, Institute of Agricultural Economics and Information, Zhengzhou, China; Key Laboratory of Huang-Huai-Hai Smart Agricultural Technology, Henan Academy of Agricultural Sciences, Institute of Agricultural Economics and Information, Zhengzhou, China","2022 3rd International Conference on Computer Science and Management Technology (ICCSMT)","8 Jun 2023","2022","","","23","28","Given the problems existing in the application of agricultural resources data, such as scattered datum resources, low degree of sharing, poor pertinence of technical guidance, low efficiency, and so on, this study designed a crop Variety Recommendation and Production Decision System based on GIS technology, multi-source database, and knowledge model, and preliminarily realized the sharing and visual analysis of meteorological environment, soil fertility and other agricultural resources data. The system adopts the REST framework to discover the front and back separation framework. Deep data mining builds expert knowledge rules for crop production technology management based on factors such as historical meteorological data, soil data, and crop variety suitability. They rely on spatial statistical analysis, time series data analysis, multi-source data fusion, and related crop knowledge model technology. It realizes application services such as various recommendations, post-disaster emergency guidance, production management decision-making, etc. The system was popularized and applied in Yuanyang County, Xinxiang City, in July 2021. According to the flood disaster on July 20 and the Internet weather forecast for seven days after the disaster, the system provides growers with replanted crops and varieties. Technical services are provided to reduce post-disaster economic losses and guide agricultural water-saving, fertilizer-saving, and other production applications.","","979-8-3503-2040-4","10.1109/ICCSMT58129.2022.00012","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10143862","Variety recommendation;crop production;production decision;system design","Analytical models;Visualization;Technology management;Urban areas;Time series analysis;Crops;Weather forecasting","crops;data analysis;data mining;decision making;disasters;floods;geographic information systems;Internet;production engineering computing;production management;technology management;time series","agricultural production;agricultural resources data;agricultural water-saving;crop production technology management;crop variety recommendation;deep data mining;flood disaster;GIS technology;Internet weather forecast;meteorological environment;multisource data fusion;multisource database;post-disaster emergency guidance;production decision system;production management decision-making;REST framework;scattered datum resources;soil data;soil fertility;statistical analysis;time series data analysis","","","","25","IEEE","8 Jun 2023","","","IEEE","IEEE Conferences"
"Forecasting and modeling on average rainwater and vapor pressure in Chelyabinsk Russia using deep learning models","M. Abotaleb; T. Makarovskikh; A. Ali Subhi; H. Alkattan; A. O. Adebayo","Department of System Programming, South Ural State University, Chelyabinsk, Russia; Department of System Programming, South Ural State University, Chelyabinsk, Russia; University of Diyala, Diyala, Iraq; Department of System Programming, South Ural State University, Chelyabinsk, Russia; Information Communication and Technology Department, Lagos State University, Lagos, Nigeria","6th Smart Cities Symposium (SCS 2022)","29 May 2023","2022","2022","","362","367","Machine learning technique is full-fledged as a boosting sector to develop modeling and forecasting of complex time series observations in the present environment. This study made an attempt to inspect the future performance of rainfall data and vapor in Chelyabinsk by using a machine learning technique. The data series is divided into a training set (60%) and a test set (40%) for model developing a validation purpose. We further developed deep learning models such as, LSTM, BILSTM, GRU and compared on the basis of ME, RMSE, MAE, MPE, MAPE, ACF1 on the training data set. For testing data set, we compared these deep learning models based on RMSE. LSTM model acts as a superior machine learning model over BILSTM and GRU in this data series. Forecasting performance of these three models significantly at par. This finding may be significant to build a strong literature of the Chelyabinsk weather's forecast, which can be helpful for policy makers and researchers. Also, we strongly believe that, this work could be used as a literature adaptation of machine learning technique for complex time series over statistical models.","","978-1-83953-854-4","10.1049/icp.2023.0582","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10137496","","","deep learning (artificial intelligence);learning (artificial intelligence);power engineering computing;rain;recurrent neural nets;regression analysis;time series","Chelyabinsk weather;complex time series observations;data series;deep learning models;forecasting performance;LSTM model;machine learning technique;statistical models;superior machine learning model;test set;testing data;training data set","","","","","","29 May 2023","","","IET","IET Conferences"
"Implementation of Time-Series Analysis: Prediction of Stock Prices using Machine Learning and Deep learning models: A Hybrid Approach","M. S. A. Basha; J. P. Senthil Kumar; M. M. Sucharitha; S. Ayesha; M. B. Laskhmi","GITAM School of Business, Gandhi Institute of Technology and Management (Deemed to University), Bengaluru, India; GITAM School of Business, Gandhi Institute of Technology and Management (Deemed to University), Bengaluru, India; Department of Professional Studies, Christ (Deemed to University), Bengaluru, India; Department of Professional Studies, Christ (Deemed to University), Bengaluru, India; Department of Professional Studies, Christ (Deemed to University), Bengaluru, India","2022 IEEE North Karnataka Subsection Flagship International Conference (NKCon)","26 May 2023","2022","","","1","7","Experts in the finance system have long found it difficult to estimate stock values. Despite the Efficient - market hypothesis Principle claim that it is difficult to anticipate share prices with any degree of precision, research has demonstrated that share price movements could be anticipated with the proper levels of precision provided the correct parameters are chosen and the proper predictive models are created. individuals who are adaptable. The share market is unpredictable in essence, making its forecasting a difficult undertaking. Stock prices are affected by more than economic reasons. In this project, Arima, LSTM and Prophet models are used to predict the future way of behaving share price, the datasets has been obtained from NSE, share price prediction algorithms have been created and tested. According to the empirical findings, the LSTM model would be used to anticipate share prices rather well over a substantial amount of time with exactness.","","978-1-6654-5342-4","10.1109/NKCon56289.2022.10126935","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10126935","Share Price Prediction;ARIMA;LSTM;FB Prophet;Time series analysis","Measurement;Analytical models;Biological system modeling;Time series analysis;Share prices;Predictive models;Prediction algorithms","deep learning (artificial intelligence);learning (artificial intelligence);pricing;recurrent neural nets;share prices;stock markets;time series","deep learning models;difficult undertaking;Efficient - market hypothesis Principle claim;finance system;hybrid approach;LSTM model;machine learning;proper predictive models;Prophet models;share market;share price movements;share price prediction algorithms;stock prices;stock values;time-series analysis","","","","15","IEEE","26 May 2023","","","IEEE","IEEE Conferences"
"Automation of Call Center Workforce Management Using NeuralProphet","V. S. S; A. Singh; A. B. Patil; H. S. Arora; T. K. Arcot","Nitte Meenakshi Institute of Technology, Bangalore, India; Nitte Meenakshi Institute of Technology, Bangalore, India; Nitte Meenakshi Institute of Technology, Bangalore, India; Nitte Meenakshi Institute of Technology, Bangalore, India; Nitte Meenakshi Institute of Technology, Bangalore, India","2022 IEEE North Karnataka Subsection Flagship International Conference (NKCon)","26 May 2023","2022","","","1","7","This research addresses some of the current as well as widely used agent headcount prediction or forecasting models in the call center systems. Performance provided by the models used today are reasonably good, however there are some drawbacks which can be fixed with the help of AI based time series algorithms. In this paper, four such algorithms namely Holt-Winter's, ARIMA, SARIMA and NeuralProphet were used. For this purpose, the data of hourly call arrivals for a period of 3 years was collected and training and testing was performed on it. The accuracy of the models was compared on the basis of the root mean squared error (RMSE) test performed on them. The proposed work benefits Small Organizations who do not have the money or the resources to afford a separate planning team for effective headcount planning and can only afford limited number of agents in the call center system. The number of calls provided by the model helps to enhance the accuracy of staffing based on call arrival patterns (duration and time of calls), average call handling time and seasonality-time of year (holidays and end of the year calls).","","978-1-6654-5342-4","10.1109/NKCon56289.2022.10126939","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10126939","Neural-Prophet;ARIMA;SARIMA;Call center automation","Training;Automation;Time series analysis;Organizations;Predictive models;Prediction algorithms;Planning","autoregressive moving average processes;call centres;forecasting theory;human resource management;mean square error methods;neural nets;time series","agent headcount prediction;AI based time series algorithms;call arrival patterns;call center system;call center workforce management;effective headcount planning;Holt-Winter;hourly call arrivals;root mean squared error test;seasonality-time;separate planning team;small organizations","","","","19","IEEE","26 May 2023","","","IEEE","IEEE Conferences"
"ANN Based Short Term Load Forecasting for Karnataka State Demand","S. G. N; G. S. Sheshadri; N. C","Sri Siddhartha Institute of Technology, Sri Siddhartha Academy of Higher Education (SSAHE), Agalakote, Tumakuru, Karnataka, India; Sri Siddhartha Institute of Technology, Sri Siddhartha Academy of Higher Education (SSAHE), Agalakote, Tumakuru, Karnataka, India; Sri Siddhartha Institute of Technology, Sri Siddhartha Academy of Higher Education (SSAHE), Agalakote, Tumakuru, Karnataka, India","2022 IEEE North Karnataka Subsection Flagship International Conference (NKCon)","26 May 2023","2022","","","1","5","Evolution of smart grid has impact on electric load forecasting. Short term load forecasting aims to predict the load for a day/week ahead. Accurate electrical load forecasting has become a challenging issue due to influence of non-linear load time series in modern power systems. This paper explores Artificial Neural Networks (ANN) approach to deal with this challenge. ANN is trained using back propagation technique. Karnataka State Demand-2019 obtained from Karnataka Power Transmission Corporation Limited (KPTCL) Website is considered for analysis and short-term load forecasting. Weather and non-weather variables are taken into account so as to minimize the forecasting error. Accurate load forecasting would have major positive impact in energy trading. Among several proposed approaches for short term load forecasting, ANN based models has its own significance due to its quicker prediction and accurateness. The efficacy of the proposed model with 8 input variables is investigated by calculating mean absolute percentage error (MAPE), mean absolute error (MAE) and daily peak mean absolute percentage error.","","978-1-6654-5342-4","10.1109/NKCon56289.2022.10126687","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10126687","Artificial Neural Networks (ANN);Back propagation technique;Mean absolute error (MAE);Mean absolute percentage error (MAPE);Short term load forecasting (STLF)","Temperature;Load forecasting;Input variables;Time series analysis;Artificial neural networks;Predictive models;Scheduling","backpropagation;load forecasting;neural nets;power engineering computing;smart power grids","accurate electrical load forecasting;accurate load forecasting;ANN;artificial neural networks approach;electric load forecasting;Karnataka State Demand-2019;mean absolute percentage error;nonlinear load time series;short term load forecasting","","","","16","IEEE","26 May 2023","","","IEEE","IEEE Conferences"
"Prediction of Stock Prices using Prophet Model with Hyperparameters tuning","A. Maheshwari; A. Malhotra; S. Tuteja; M. Ranka; M. S. A. Basha","Department of Commerce, School of Commerce, Finance and Accountancy Christ (Deemed to be University), Ghaziabad, India; Department of Commerce, School of Commerce, Finance and Accountancy Christ (Deemed to be University), Ghaziabad, India; Indira Institute of Management Pune (IIMP), Pune, Maharashtra, India; Arch Research College for Higher Education, Jaipur, India; GITAM School of Business, Gandhi Institute of Technology and Management (Deemed to be University), Bengaluru, India","2022 IEEE North Karnataka Subsection Flagship International Conference (NKCon)","26 May 2023","2022","","","1","5","As part of the data analytical process, predicting and time - series are crucial. In academics and financial research, anticipating share prices is a prominent and significant subject. A share market would be an uncontrolled environment for anticipating shares since there are no fundamental guidelines for evaluating or anticipating share prices there. As a result, forecasting share prices is a difficult time-series issue. fundamental, technical, time series predictions and analytical strategies are just a few of the various techniques and approaches that machine learning uses to execute stock value predictions. This article implements the stock price prediction, Researchers compared the model of the prophet with the tuned model of the prophet. By utilizing the tuning of hyperparameters using parameter grid search to improve the performance of the model accuracy for the best prediction. The findings of the study demonstrated that tuned model of the prophet with hyperparameters tuning which results in model accuracy and based on the experimental findings mean squared error (MSE) and mean absolute percentage error (MAPE) has significant improvement.","","978-1-6654-5342-4","10.1109/NKCon56289.2022.10126796","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10126796","share prices;forecast;prophet model;time-series;hyperparameter tuning","Time series analysis;Machine learning;Predictive models;Share prices;Forecasting;Tuning;Optimization","data analysis;forecasting theory;learning (artificial intelligence);mean square error methods;pricing;regression analysis;share prices;stock markets;time series","analytical strategies;approaches that machine learning;data analytical process;difficult time-series issue;financial research;forecasting share prices;fundamental guidelines;fundamental time series predictions;hyperparameters tuning;model accuracy;prominent subject;prophet model;share market;significant subject;stock price prediction;stock prices;stock value predictions;technical time series predictions;tuned model;uncontrolled environment","","","","15","IEEE","26 May 2023","","","IEEE","IEEE Conferences"
"Research on Raw Material Ordering Model and Transportation Scheme Based on Linear Planning","Y. Su; H. Chen; Z. Chen","Tan Kah Kee College, Xiamen University, Xiamen, China; Tan Kah Kee College, Xiamen University, Xiamen, China; Tan Kah Kee College, Xiamen University, Xiamen, China","2022 6th Annual International Conference on Data Science and Business Analytics (ICDSBA)","23 May 2023","2022","","","335","341","This paper mainly focuses on the ordering and transportation of raw materials of a production enterprise. The linear programming model is established to optimize the ordering and transportation plan under the problem, which can help the production enterprise to order and transport the raw materials better. This paper first defines the characteristics of suppliers, through analysis and calculation and arrangement is divided into three parts: credit index, create value and supply, and by using the entropy weight method three indices’ weights assignment, into the equation of grey association analysis, it is concluded that the grey relation analysis as its importance score, then descending order, it is concluded that the top 50 most important suppliers. In this paper, the problems studied were decomposed into three sub-questions, and models were established to solve them respectively. For solving the minimum supplier, 0-1 variable was introduced to represent supplier selection, and the minimum supplier was the objective function, which could be expressed as:$\min \sum\limits_{i = 1}^{50} {{y_i}} $ To choose the best scheme, the use of SPSS for time series analysis, for problem 1 choose the importance of the top 50 suppliers to predict future supply 24 weeks, in order to forecast and need to complete orders index as a constraint, and the most economic optimization model is established based on this, the objective function of the model can be represented as:$\min 1.2 \cdot \sum\limits_{i = 1}^{50} {{x_{i1}}} + 1.1 \cdot \sum\limits_{i = 1}^{50} {{x_{i2}}} + \sum\limits_{i = 1}^{50} {{x_{i3}}} $ For the third sub-question, as for the second sub-question, SPSS was used for time series analysis to obtain the loss rate prediction of the transporter in the next 24 weeks. The minimum loss was taken as the objective function, which can be expressed as:$\min \sum\limits_{i = 1}^8 {\sum\limits_{j = 1}^3 {{m_i} \cdot {z_{ij}}} } $ After solving problem 2, the optimal ordering and transportation scheme is obtained. According to the analysis, the most economical optimization model calculates that the total cost consumption in the next 24 weeks will be 19173 units less than before, and the loss will be 19.1% less than before.","2831-5944","978-1-6654-5450-6","10.1109/ICDSBA57203.2022.00094","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10129414","Keywords-Linear programming;0-1 programming time;series analysis;Raw material ordering model;Procurement data","Analytical models;Costs;Time series analysis;Transportation;Production;Predictive models;Linear programming","entropy;grey systems;industrial economics;linear programming;raw materials;supply chain management;time series;transportation","credit index;economical optimization model;entropy weight method;grey association analysis;grey relation analysis;linear planning;linear programming model;objective function;production enterprise;raw material ordering model;SPSS;supplier selection;time 24.0 week;time series analysis;total cost consumption;transportation scheme","","","","10","IEEE","23 May 2023","","","IEEE","IEEE Conferences"
