"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"STD: A Seasonal-Trend-Dispersion Decomposition of Time Series","G. Dudek","Department of Electrical Engineering, Czestochowa University of Technology, Czestochowa, Poland","IEEE Transactions on Knowledge and Data Engineering","","2023","PP","99","1","13","The decomposition of a time series is an essential task that helps to understand its very nature. It facilitates the analysis and forecasting of complex time series expressing various hidden components such as the trend, seasonal components, cyclic components and irregular fluctuations. Therefore, it is crucial in many fields for forecasting and decision-making processes. In recent years, many methods of time series decomposition have been developed, which extract and reveal different time series properties. Unfortunately, they neglect a very important property, i.e., time series variance. To deal with heteroscedasticity in time series, the method proposed in this work – a seasonal-trend-dispersion decomposition (STD) – extracts the trend, seasonal component and component related to the dispersion of the time series. We define STD decomposition in two ways: with and without an irregular component. We show how STD can be used for time series analysis and forecasting.","1558-2191","","10.1109/TKDE.2023.3268125","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10105521","Time series analysis;time series decomposition;time series forecasting","Time series analysis;Market research;Additives;Forecasting;Time-frequency analysis;Matrix decomposition;Task analysis","","","","","","","CCBYNCND","19 Apr 2023","","","IEEE","IEEE Early Access Articles"
"Multi-Scale Adaptive Graph Neural Network for Multivariate Time Series Forecasting","L. Chen; D. Chen; Z. Shang; B. Wu; C. Zheng; B. Wen; W. Zhang","College of Computer Science and Technology, Zhejiang University, Hangzhou, China; College of Computer Science and Technology, Zhejiang University, Hangzhou, China; College of Computer Science and Technology, Zhejiang University, Hangzhou, China; College of Computer Science and Technology, Zhejiang University, Hangzhou, China; Alibaba Group, Hangzhou, China; Alibaba Group, Hangzhou, China; Alibaba Group, Hangzhou, China","IEEE Transactions on Knowledge and Data Engineering","","2023","PP","99","1","14","Multivariate time series (MTS) forecasting plays an important role in the automation and optimization of intelligent applications. It is a challenging task, as we need to consider both complex intra-variable dependencies and inter-variable dependencies. Existing works only learn temporal patterns with the help of single inter-variable dependencies. However, there are multi-scale temporal patterns in many real-world MTS. Single inter-variable dependencies make the model prefer to learn one type of prominent and shared temporal patterns. In this paper, we propose a multi-scale adaptive graph neural network (MAGNN) to address the above issue. MAGNN exploits a multi-scale pyramid network to preserve the underlying temporal dependencies at different time scales. Since the inter-variable dependencies may be different under distinct time scales, an adaptive graph learning module is designed to infer the scale-specific inter-variable dependencies without pre-defined priors. Given the multi-scale feature representations and scale-specific inter-variable dependencies, a multi-scale temporal graph neural network is introduced to jointly model intra-variable dependencies and inter-variable dependencies. After that, we develop a scale-wise fusion module to effectively promote the collaboration across different time scales, and automatically capture the importance of contributed temporal patterns. Experiments on six real-world datasets demonstrate that MAGNN outperforms the state-of-the-art methods across various settings.","1558-2191","","10.1109/TKDE.2023.3268199","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10105527","Graph learning;graph neural network;multi-scale modeling;multivariate time series forecasting","Forecasting;Time series analysis;Predictive models;Graph neural networks;Adaptive systems;Adaptation models;Power demand","","","","","","","IEEE","19 Apr 2023","","","IEEE","IEEE Early Access Articles"
"Fashion Forecasting using Machine Learning Techniques","N. Thoiba Singh; L. Chhikara; P. Raj; S. Kumar","Department of Computer Science Engineering, Chandigarh University, Punjab, India; Department of Computer Science Engineering, Chandigarh University, Punjab, India; Department of Computer Science Engineering, Chandigarh University, Punjab, India; Department of Computer Science Engineering, Chandigarh University, Punjab, India","2023 IEEE International Conference on Integrated Circuits and Communication Systems (ICICACS)","19 Apr 2023","2023","","","01","06","Adopting current fashion trends for both apparel and accessories has now become a necessary component of day-to-day life. It creates confidence and helps make someone likeable. People are following new trends and placing a greater demand for fashion goods as they become more concerned with their appearance. Many people are entering the fashion and textile industries as demand for fashion items rises. But this trip also involves changes in fashion. Based on how long a fashion trend lasts, there are many sorts of fashion lifecycles. The lifecycle of a given fashion is defined as “normal” by its average survival time. Therefore, fashions and trends become popular rapidly but cannot last for a long time. These fashion lifecycles are referred to as “fads.” “Classic” fashion is that which endures for a longer amount of time. It is easier to predict impending changes in fashion if a businessperson has analytical knowledge on hand. In this way, it will be advantageous for customers as well. Appropriate business decisions will be made in order to prevent excessive loss, and it will also give the right fashion advice to the client so that they invest their money in the right direction. Fashion picture analysis is helpful for a variety of fashion-related applications, including fashion retrieval and fashion recommendations. There are numerous websites that predict next fashion trends, like Heuritech, Wgsn, and Trendzoom, among others. The motive of this study is also the same, but we will make some more advanced changes in this regard. The effectiveness of the fashion forecasting analyzer website should continue to increase in the years to come as a result of the increased research spurred by this advancement in fashion forecasting.","","979-8-3503-9846-5","10.1109/ICICACS57338.2023.10099844","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10099844","deep learning;convolutional neural network (CNN);feature extraction;recommender system;fashion forecasting","Solid modeling;Filtering;Social networking (online);Time series analysis;Market research;Forecasting;Integrated circuit modeling","clothing industry;learning (artificial intelligence);production engineering computing;recommender systems;textile industry;Web sites","Classic fashion;current fashion trends;fashion forecasting analyzer website;fashion goods;fashion items;fashion lifecycles;fashion picture analysis;fashion retrieval;fashion trend;fashion-related applications;given fashion;right fashion advice","","","","22","IEEE","19 Apr 2023","","","IEEE","IEEE Conferences"
"Stock Price Prediction using LSTM and TLBO","K. Kumar M; V. R C; I. C. K. P; G. Shivakanth; K. Rai B","Department of CSE, CMR Technical Campus, Hyderabad, India; Department of Computer Science & Engineering, GITAM School of Technology GITAM University, India; Department of Computer Science of Engineering, Hyderabad Institute of Technology and Management, Telangana, India; Dept of Computer Science & Engineering, K L University, Vadeeshwaram, Vijayawada, India; Department of Electronics and Communication Engineering, Nitte Meenakshi Institute of Technology, Bengaluru, India","2023 IEEE International Conference on Integrated Circuits and Communication Systems (ICICACS)","19 Apr 2023","2023","","","1","5","The stock market's inherent complexity and volatility make accurate predictions difficult. Complex patterns in unstructured data may be simulated and analyzed with the help of Deep Learning. It is possible to employ deep learning models for a wide variety of purposes, including but not limited to image recognition, audio recognition, and natural language processing (NLP). As a result, everyone with a stake in the market is always trying to make educated guesses about what the stock price will do next. We used many deep learning techniques, including Long Short-Term Memory, to model our problem (LSTM). To successfully predict the closing prices of three distinct markets, an Extreme Learning Machine (ELM) model is combined with a variety of metaheuristic optimization techniques such as Particle Swarm Optimization (PSO), Differential Evolution (DE), Teaching Learning Based Optimization (TLBO), and Symbiotic Organism Search (SOS). These algorithms are helpful in creating ELM network weights and biases in the most effective way possible. The Teaching and Learning Based Optimization (TLBO) paradigm underpins most of the models and methodologies now in use for feature selection. To that end, this study sets out to identify the most effective machine learning model for making such predictions. The primary objective is to develop a smart technology that can predict the movement of stock market values based on financial time series and news headlines. Investors would be able to make more informed decisions based on the binary results of the proposed method. Processing time, error rate, and accuracy in forecasting the direction of stock price movement for five companies across sectors are used to evaluate the performance of the proposed LSTM-TLBO model.","","979-8-3503-9846-5","10.1109/ICICACS57338.2023.10100074","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10100074","long short-term memory (lstm);teaching and learning based optimization (tlbo);machine learning;stock prediction;processing time","Deep learning;Symbiosis;Image recognition;Education;Time series analysis;Predictive models;Prediction algorithms","deep learning (artificial intelligence);evolutionary computation;feature selection;feedforward neural nets;image recognition;learning (artificial intelligence);metaheuristics;natural language processing;optimisation;particle swarm optimisation;pricing;recurrent neural nets;regression analysis;search problems;share prices;stock markets;time series","audio recognition;Based Optimization;binary results;closing prices;complex patterns;deep learning models;deep learning techniques;distinct markets;educated guesses;effective machine learning model;ELM network weights;Extreme Learning Machine model;financial time series;image recognition;including Long Short-Term Memory;LSTM-TLBO model;metaheuristic optimization techniques;natural language processing;news headlines;Optimization paradigm;processing time;stock market values;stock price movement;stock price prediction;Symbiotic Organism Search;unstructured data","","","","23","IEEE","19 Apr 2023","","","IEEE","IEEE Conferences"
"Prediction of Rainfall in Karnataka Region using optimised MVC-LSTM Model","P. K. Pareek; A. P. N; C. Srinivas; J. B. N","Department of Artificial Intelligence and Machine Learning, Nitte Meenakshi Institute of Technology, Bengaluru, India; Department of Computer Science and Engineering, East West Institute of Technology, Bengaluru, India; Department of Computer Science and Engineering, East West Institute of Technology, Bengaluru, India; Department of Computer Science and Engineering, East West Institute of Technology, Bengaluru, India","2023 IEEE International Conference on Integrated Circuits and Communication Systems (ICICACS)","19 Apr 2023","2023","","","1","8","Forecasting precipitation is a prominent topic of study in meteorology. Predictions of precipitation using statistical analysis, learning methods are only a few of the methods that have been offered in the past. Organizations tasked with preventing natural catastrophes might benefit from using meteorological time series data prediction in their decision-making processes. The volume, dimension, and frequency of updates to Time Series data are quite high. The study of period sequence data for forecasting is a crucial part of the practical application. Time series data analysis allows for more precise rainfall forecasts, which is useful for assessing the severity of potential droughts and floods. Precipitation forecasting publications have employed a wide range of approaches. This improved forecast accuracy may be attributed to these methods. In this research, we apply a deep learning technique to examine the precipitation records from the Karnataka Division. This article presents a network consisting of a generator and a predictor for predicting spatial-temporal rainfall data. To imprisonment spatial correlations and build high-resolution data from sparse comments, it uses a multi-layer perceptron (MLP) in its generative module. A Multivariate Convolutional (MVC-LSTM) network is used to create the prediction unit; this network is able to capture the interplay between many variables and their temporal and spatial correlations. The Honey Badger approach finds the appropriate weight for the LSTM, which improves the model's ability to classify data. Additionally, this report suggests several avenues for further study in the fields of rainfall prediction and time series data analysis.","","979-8-3503-9846-5","10.1109/ICICACS57338.2023.10100324","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10100324","Rainfall Prediction;Multi-layer perceptron;Karnataka Subdivision;Data Mining;Honey Badger procedure;Multivariate Convolutional Long Short-Term Memory","Deep learning;Data analysis;Correlation;Time series analysis;Droughts;Predictive models;Data models","data analysis;decision making;deep learning (artificial intelligence);floods;geophysics computing;hydrology;learning (artificial intelligence);multilayer perceptrons;rain;recurrent neural nets;statistical analysis;time series;weather forecasting","decision-making processes;deep learning technique;forecasting precipitation;high-resolution data;improved forecast accuracy;Karnataka region;meteorological time series data prediction;Multivariate Convolutional network;optimised MVC-LSTM model;period sequence data;precipitation forecasting publications;precipitation records;precise rainfall forecasts;prediction unit;rainfall prediction;spatial-temporal rainfall data;statistical analysis;time series data analysis","","","","26","IEEE","19 Apr 2023","","","IEEE","IEEE Conferences"
"A Machine Learning Approach to Statistical Analysis and Prediction of Rainfall and Drought in the Marathwada Subregion","C. M. Kadam; S. R. Kale; U. V. Bhosle; R. S. Holambe","Instrumentation Engineering SGGSIE and T, Nanded, India; Instrumentation Engineering SGGSIE and T, Nanded, India; SRTMUN, SRTMUN, Nanded, India; Instrumentation Engineering SGGSIE and T, Nanded, India","2023 International Conference on Emerging Smart Computing and Informatics (ESCI)","19 Apr 2023","2023","","","1","6","Monitoring, mitigating, and forecasting rainfall has been a concern on a global basis up to now. Numerous natural disasters, such as drought, are directly related to it and are impacted by it. Drought is the most hazardous of all the disasters. Identifying drought is difficult as it has no universal definition. It varies from region to region and climate to climate. There are various contributing factors in the judgment. It can be regional resources like climate, soil type, flora and fauna, precipitation, crop culture, etc. Also, many indicators are available that can define a drought and its type. Scientists have tried to find the most reliable indicator to identify the drought. They have concluded that no best indicator exists. In order to find the best fit, researchers recommend focusing on regional resources. The goal of the study is to make an analysis of the rainfall in the semi-arid region of Marathwada and implement a suitable machine learning approach to enhance the outcome. Over 41 years of regional precipitation data are used for the analysis. The monthly rainfall data is prepared for this study. Time series data is modelled with a machine learning approach.","","978-1-6654-7524-2","10.1109/ESCI56872.2023.10099499","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10099499","Drought;Facebook Prophet;machine learning;RAI;time series analysis","Precipitation;Statistical analysis;Social networking (online);Droughts;Time series analysis;Machine learning;Soil","atmospheric precipitation;crops;disasters;hydrology;learning (artificial intelligence);rain;soil;statistical analysis;time series","forecasting rainfall;identifying drought;machine learning approach;Marathwada subregion;monthly rainfall data;numerous natural disasters;regional precipitation data;regional resources;semiarid region;statistical analysis","","","","7","IEEE","19 Apr 2023","","","IEEE","IEEE Conferences"
"Comparative Analysis of CPI prediction for India using Statistical methods and Neural Networks","A. Singh; B. Shukla; J. Jos","Dept. of Data Science, Christ (Deemed to be University), Pune, India; Dept. of Data Science, Christ (Deemed to be University), Pune, India; Dept. of Data Science, Christ (Deemed to be University), Pune, India","2023 2nd International Conference for Innovation in Technology (INOCON)","19 Apr 2023","2023","","","1","6","Inflation is one of the main issues affecting the world economy right now, necessitating the accurate inflation prediction for the development of tools and policies by the monetary authorities to prevent extreme price volatility. Expectations of inflation influence many financial and economic actions, and this dependence motivates economists to develop techniques for precise inflation forecasting. Nearly everyone in the economy is impacted by inflation, including lending institutions, stock brokers, and corporate financial officials. In many cases, inflation determines whether a firm will accept a particular project or if banks will make a particular loan. These different economic actors can modify their financial portfolios, strategic goals, and upcoming investments if they are able to forecast changes in inflation rates. The multiple interaction economic components that depend on inflation will be better understood by economic agents operating in a business context if inflation forecasting accuracy is improved. There are numerous techniques to forecast inflation ranging from basic statistical methods to complex neural network methods. Therefore, this paper employs LSTM model to train and analyze the Consumer Price Index (CPI) indicators to obtain inflation-related prediction results. The experimental results on historical data show that the statistical model has good performance in predicting India’s inflation rate compared to deep learning methods in case of smaller dataset.","","979-8-3503-2092-3","10.1109/INOCON57975.2023.10101073","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10101073","Consumer Price Index;RNN;LSTM;Stacked LSTM;GRU;ARIMA;SARIMA;Holt-Winters","Technological innovation;Statistical analysis;Economic indicators;Neural networks;Time series analysis;Predictive models;Macroeconomics","deep learning (artificial intelligence);economic forecasting;economics;inflation (monetary);investment;pricing;recurrent neural nets;statistical analysis;stock markets","accurate inflation prediction;complex neural network methods;consumer price index;CPI indicators;deep learning methods;economic actions;financial actions;India inflation rate;inflation forecasting accuracy;inflation rates;inflation-related prediction results;LSTM model;multiple interaction economic components;precise inflation forecasting;statistical model","","","","15","IEEE","19 Apr 2023","","","IEEE","IEEE Conferences"
"Wheat Yield Prediction using Temporal Fusion Transformers","T. Junankar; J. K. Sondhi; A. M. Nair","Department of Data Science, CHRIST(Deemed to be University), Lavasa, Pune, India; Department of Data Science, CHRIST(Deemed to be University), Lavasa, Pune, India; Department of Data Science, CHRIST(Deemed to be University), Lavasa, Pune, India","2023 2nd International Conference for Innovation in Technology (INOCON)","19 Apr 2023","2023","","","1","6","In precision framing, Machine Learning models are an essential decision-making tool for crop yield prediction. They aid farmers with decisions like which crop to grow and when to grow certain crops during the sowing season. Many Machine Learning algorithms have been used to support agriculture yield prediction research, but it is observed that Deep Learning models outperform the benchmark Machine Learning algorithms with a significant difference in accuracy. However, though these Deep Learning models perform better, they are not preferred or widely used in place of Machine Learning models. This is because Deep Learning methods are black box methods and are not interpretable, i.e., they fail to explain the magnitude of the impact of the features on the output, and this is unsuitable for our use case.In this paper, we propose using Temporal Fusion Transformer (TFT), a novel approach published by Google researchers for wheat yield prediction viewed as a Time Series Forecasting problem statement. TFT is the state-of-the-art attention-based Deep Learning architecture, which combines high-performance forecasting with interpretable insights and feature importance. We have used TFT to perform wheat yield prediction and compare its performance with various Machine Learning and Deep Learning algorithms.","","979-8-3503-2092-3","10.1109/INOCON57975.2023.10101144","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10101144","Temporal Fusion Transformers;Machine Learning;Deep Learning;Crop Yield Prediction;Time Series Forecasting","Deep learning;Technological innovation;Machine learning algorithms;Time series analysis;Crops;Predictive models;Transformers","agriculture;crops;decision making;deep learning (artificial intelligence);forecasting theory;learning (artificial intelligence);time series","agriculture yield prediction research;benchmark Machine;crop yield prediction;Deep Learning methods;Deep Learning models;essential decision-making tool;Machine Learning algorithms;Machine Learning models;Temporal Fusion Transformer;Temporal Fusion transformers;wheat yield prediction","","","","11","IEEE","19 Apr 2023","","","IEEE","IEEE Conferences"
"Vaccine Supply Forecasting and Optimization using Deterministic and Probabilistic Approaches","S. C. Banerjee; S. Banerjee; R. K. Jain","National Informatics Centre Ministry of Electronics & Information Technology, New Delhi, India; Department of Engineering Technology, Birla Institute of Technology and Science, Pilani, Rajasthan, India; National Informatics Centre Ministry of Electronics & Information Technology, New Delhi, India","2023 2nd International Conference for Innovation in Technology (INOCON)","19 Apr 2023","2023","","","1","5","When the pandemic was at its peak, it was a quite difficult task for the government to schedule vaccine supply in various districts of a state. This task became further difficult when vaccines were required to be supplied to various Covid Vaccination Centers (CVCs) at a granular level. This is because there was no data regarding the trend being acquired at each CVC and the population distribution is non-uniform across the district. This led to the arousal of an ambiguous situation for a certain period and hence mismanagement. Now that we have sufficient data across each CVC, we can work on a time series analysis of vaccine requirements in which we can essentially forecast the number of administered doses and optimize the wastage at all atomic CVC levels.","","979-8-3503-2092-3","10.1109/INOCON57975.2023.10101255","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10101255","Vaccine dosage forecasting;supply optimization;Time-series analysis;ARIMA;Holt-Winter’s Method","Technological innovation;Schedules;Pandemics;Time series analysis;Sociology;Probabilistic logic;Market research","diseases;epidemics;optimisation;probability;time series","atomic CVC levels;Covid vaccination centers;district;government;granular level;pandemic;population distribution;vaccine requirements;vaccine supply forecasting;vaccine supply optimization","","","","12","IEEE","19 Apr 2023","","","IEEE","IEEE Conferences"
"Implementation of Supervised Pre-Training Methods for Univariate Time Series Forecasting","V. Khanna; J. Joshua; R. Pramila","Department of Data Science, Christ (Deemed to be University)Lavasa, Pune, Maharashtra; Department of Data Science, Christ (Deemed to be University)Lavasa, Pune, Maharashtra; Department of Data Science, Christ (Deemed to be University)Lavasa, Pune, Maharashtra","2023 2nd International Conference for Innovation in Technology (INOCON)","19 Apr 2023","2023","","","1","8","There has been a recent deep learning revolution in Computer Vision and Natural Language Processing. One of the biggest reasons for this has been the availability of large-scale datasets to pre-train on. One can argue that the Time Series domain has been left out of the aforementioned revolution. The lack of large scale pretrained models could be one of the reasons for this.While there have been prior experiments using pre-trained models for time series forecasting, the scale of the dataset has been relatively small. One of the few time series problems with large scale data available for pre-training is the financial domain. Therefore, this paper takes advantage of this and pretrains a ID CNN using a dataset of 728 US Stock Daily Closing Price Data in total, 2,533,901 rows. Then, we fine-tune and evaluate a dataset of the NIFTY 200 stocks’ Closing Prices, in total 166,379 rows. Our results show a 32% improvement in RMSE and a 36% improvement in convergence speed when compared to a baseline non pre trained model.","","979-8-3503-2092-3","10.1109/INOCON57975.2023.10101327","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10101327","Deep Learning;Pre-training;Time Series Forecasting;Machine Learning","Technological innovation;Correlation;Computational modeling;Time series analysis;Complexity theory;Computational efficiency;Forecasting","computer vision;deep learning (artificial intelligence);learning (artificial intelligence);natural language processing;pricing;stock markets;supervised learning;time series","379 rows;901 rows;aforementioned revolution;baseline nonpre trained model;biggest reasons;Computer Vision;financial domain;large-scale datasets;Natural Language Processing;NIFTY 200 stocks;prior experiments;recent deep learning revolution;Stock Daily Closing Price Data;supervised pre-training methods;Time Series domain;time series problems;total 166 rows;univariate Time Series forecasting","","","","39","IEEE","19 Apr 2023","","","IEEE","IEEE Conferences"
"Solar-Mixer: An Efficient End-to-end Model For Long-sequence Photovoltaic Power Generation Time Series Forecasting","Z. Zhang; J. Wang; Y. Xia; D. Wei; Y. Niu","Institute of Systems Engineering, Macau University of Science and Technology, Macau, China; Institute of Systems Engineering, Macau University of Science and Technology, Macau, China; Institute of Systems Engineering, Macau University of Science and Technology, Macau, China; Institute of Systems Engineering, Macau University of Science and Technology, Macau, China; Institute of Systems Engineering, Macau University of Science and Technology, Macau, China","IEEE Transactions on Sustainable Energy","","2023","PP","99","1","13","The expansion of photovoltaic power generation makes photovoltaic power forecasting an essential requirement. With the development of deep learning, more accurate predictions have become possible. This paper proposes an efficient end-to-end model for solar power generation that allows for long-sequence time series forecasting.This paper proposes an efficient end-to-end system for solar power generation that allows for long-term forecasting. Two modules comprise the forecasting model: the anomaly detection module and the forecasting module. Singular values are detected and corrected by the anomaly detection module. And in the forecasting module, the series is first divided into different intervals. After that, the divided data is passed through a decomposition module embedded in the neural network, and each interval is encoded as high-dimension vectors. These vectors are fed into the mixing layer, which is used to learn the relationship between intervals and channels after the encoding process. Every mixing layer comprises two different layers: the channel-mixing layer allows communication between different channels, and the interval-mixing layer allows communication between different intervals. This neural network is purely dependent on the multilayer perceptron, resulting in a network with low system latency and low training cost. The experiments results not only show the model proposed in this paper can make accurate long-sequence time series forecasts for photovoltaic power generation at three sites but also show that the model can defeat the state-of-the-art model in long-sequence photovoltaic power generation time series forecasting work.","1949-3037","","10.1109/TSTE.2023.3268100","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10104151","Photovoltaic Generation;Long-sequence Forecasting;Time Series Forecasting;Neural Network;Lightweight Networks","Forecasting;Time series analysis;Predictive models;Data models;Task analysis;Solar power generation;Photovoltaic systems","","","","","","","IEEE","18 Apr 2023","","","IEEE","IEEE Early Access Articles"
"Short- Term Electric Vehicle Demand Forecasts and Vehicle-to-Grid (V2G) Idle- Time Estimation Using Machine Learning","P. Rajagopalan; J. Thornby; P. Ranganathan","School of Electrical Engineering and Computer Science (SEECS), University of North Dakota, Grand Forks, ND, USA; School of Electrical Engineering and Computer Science (SEECS), University of North Dakota, Grand Forks, ND, USA; School of Electrical Engineering and Computer Science (SEECS), University of North Dakota, Grand Forks, ND, USA","2023 IEEE 13th Annual Computing and Communication Workshop and Conference (CCWC)","18 Apr 2023","2023","","","1279","1286","As the Electric Vehicles (EVs) market is poised to expand, the lack of access to charging infrastructure is a significant concern. This paper focuses on solving two funda-mental problems, namely: 1) accurate minute-ahead (20 min/30 min intervals) load forecasts for EVs using three years of historical data sets from a university campus charging station; and 2) probability estimation of aggregated available capacity for Vehicle-to-Grid (V2G) connection which could be sold back to the grid as a service. For problem 1, demand forecasts (kWh) from 54 charging stations are investigated using a series of models such as Seasonal Auto-Regressive Integrated Moving Average (SARIMA), Random Forest, and Neural Networks (NN). For problem 2, an Idle Time (IT), a parameter which is tracked from the time spent by the EV users (after fully charged) on the charging station, and this IT variable is estimated using logistic regression (LR) and linear support vector classifier (SVC). The preliminary results are encouraging, as RF yields better results in MAE over other methods with 7.26 on historical weekdays data, and SVC performs better in estimating Idle Time with an accuracy of 85% over LR 81%.","","979-8-3503-3286-5","10.1109/CCWC57344.2023.10099356","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10099356","Electric Vehicles;Charging station;Machine Learning;Vehicle- to-Grid","Vehicle-to-grid;Load forecasting;Static VAr compensators;Estimation;Support vector machine classification;Artificial neural networks;Charging stations","autoregressive moving average processes;battery powered vehicles;demand forecasting;electric vehicle charging;learning (artificial intelligence);load forecasting;logistic regression;power engineering computing;probability;random forests;regression analysis;support vector machines;time series;vehicle-to-grid","54 charging stations;aggregated available capacity;charging infrastructure;Electric Vehicles market;EV users;funda-mental problems;historical data sets;historical weekdays data;linear support vector classifier;load forecasts;machine learning;Seasonal Auto-Regressive Integrated Moving Average;term Electric Vehicle demand forecasts;time 20.0 min;time 30.0 min;university campus charging station;V2G;Vehicle-to-Grid connection;Vehicle-to-Grid Idle- Time Estimation","","","","45","IEEE","18 Apr 2023","","","IEEE","IEEE Conferences"
"A Gradient Boosting Classifier to Predict Electric Power Consumption by Nuclear Power Plant","M. R. Khan; F. Fuad; M. A. Ibrahim","Institute of Nuclear Power Engineering BUET, Dhaka, Bangladesh; Institute of Nuclear Power Engineering BUET, Dhaka, Bangladesh; Institute of Nuclear Power Engineering BUET, Dhaka, Bangladesh","2023 IEEE 13th Annual Computing and Communication Workshop and Conference (CCWC)","18 Apr 2023","2023","","","0559","0565","A nuclear power plant (NPP) purchases electricity from the integrated energy system to meet all of its demands during operation. On the basis of anticipated values, electric power is purchased. To adequately meet plant demands, it is crucial to predict the consumption of electricity as precisely as possible. The more exact the forecast, the better the financial outcome. The dataset utilized in this research is a time series of power consumption values in Megawatts (MW) which ranges from 203.2208 MW to 216.4605 MW and 744 samples were collected in total from the observations of electric power consumption (hourly) by NPPs. The entire data needs to be preprocessed and some Gradient Boosting approaches including Stochastic Gradient Boosting (SGBoosting), Extreme Gradient Boosting (XGBoost), and Light Gradient Boosting Machine (LightGBM) were applied while maintaining the 70%-30% training-testing ratio of the dataset. XGBoost classifier demonstrates 99.81% ac-curacy for predicting power consumption (with 0.982 Coefficient of Determination, 0.0044643 Mean absolute percentage error, and 0.0668 root mean square error), which is better than other models (SGBoost and LightGBM). This approach will be evaluated later with more electric power consumption data by nuclear power plant.","","979-8-3503-3286-5","10.1109/CCWC57344.2023.10099208","Moscow Engineering Physics Institute (MEPhI); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10099208","Nuclear Power Plant (NPP);Electric Power Con-sumption (Megawatt);Machine Learning;Stochastic Gradient Boosting;Extreme Gradient Boosting;Time-Series Dataset","Power demand;Conferences;Computational modeling;Time series analysis;Stochastic processes;Predictive models;Boosting","load forecasting;mean square error methods;neural nets;nuclear power stations;pattern classification;power consumption;power engineering computing;stochastic processes;supervised learning;time series","coefficient of determination;electric power consumption data;electric power consumption prediction;electricity consumption;extreme gradient boosting;financial outcome;gradient boosting classifier;integrated energy system;light gradient boosting machine;LightGBM;mean absolute percentage error;megawatts;NPP;nuclear power plant;plant demands;power 203.2208 MW to 216.4605 MW;power consumption values;root mean square error;SGBoosting;stochastic gradient boosting;time series;XGBoost classifier","","","","20","IEEE","18 Apr 2023","","","IEEE","IEEE Conferences"
"A Review On Breaking the Limits of Time Series Forecasting Algorithms","A. Raneez; T. Wirasingha","Computer Science and Engineering, University of Westminster, London, UK; Department of Computing, Informatics Institute of Technology, Colombo, Sri Lanka","2023 IEEE 13th Annual Computing and Communication Workshop and Conference (CCWC)","18 Apr 2023","2023","","","0482","0488","Time Series (TS) forecasting has stagnated owing to algorithm restrictions, therefore systems developed using these methods can only perform so well. TS remains a challenge despite recent advances in Deep Learning (DL) in Natural Language Processing (NLP) and Reinforcement Learning (RL). This paper reviews the literature on these algorithms, highlights studies using them, and shows their limits. Neural Ordinary Differential Equations (NODEs) with continuous-time and continuous-depth tackle TS forecasting issues. Liquid Time-Constant (LTC) networks, a more advanced and reliable implementation of these NODEs, provides fluidity. We propose a new design that uses the LTC's liquid adaptability and is more adaptable to manage immediate changes. These algorithms are more steady, adaptive, and versatile than DL, which may help overcome its TS forecasting shortcomings.","","979-8-3503-3286-5","10.1109/CCWC57344.2023.10099071","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10099071","Time Series (TS) Forecasting;Neural Ordinary Differential Equations (NODEs);Liquid Time-constant Networks (LTCs);Ordinary Differential Equations (ODEs);Stochastic Differential Equations (SDEs)","Deep learning;Liquids;Conferences;Time series analysis;Reinforcement learning;Ordinary differential equations;Natural language processing","deep learning (artificial intelligence);differential equations;natural language processing;recurrent neural nets;time series","advanced implementation;Deep Learning;highlights studies;Liquid Time-Constant networks;LTC's liquid adaptability;Natural Language Processing;Neural Ordinary Differential Equations;Reinforcement Learning;reliable implementation;Time Series forecasting algorithms;TS forecasting shortcomings","","","","38","IEEE","18 Apr 2023","","","IEEE","IEEE Conferences"
