"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Spread Analysis and Prediction of Covid-19 in India using Machine Learning","A. Yenkikar; C. N. Babu","Department of Computer Science and Engineering, indRamaiah University of Applied Sciences, Bangalore, Karnataka, India; Department of Computer Science and Engineering, indRamaiah University of Applied Sciences, Bangalore, Karnataka, India","2023 International Conference on Advancement in Computation & Computer Technologies (InCACCT)","8 Jun 2023","2023","","","421","426","Since its breakout, the coronavirus (covid-19) has wreaked devastation all over the world. There hasn’t been a nation that hasn’t been affected by it, and India is no exception. Finding a treatment for this sickness and stopping its spread is one of the hardest problems humanities has ever faced. World Health organization (WHO) figures show that the mortality rate and the number of people with covid-19 are both increased exponentially in some countries during the peak waves. In this study, we use machine learning approaches to forecast the number of covid-19 confirmations, recoveries, and mortality cases over a period of time and assess the coronavirus outbreak in India. The polynomial regression (PR), support vector regression (SVR), and an autoregressive integrated moving average (ARIMA) model are three techniques that are used. The findings demonstrate that, in terms of prediction outcomes, the ARIMA model provides the least Root Mean Squared Error (RMSE), closely followed by polynomial regression. SVR doesn’t perform well since predictions are either too low or too high. Overall, the proposed system can significantly aid in comprehending the pattern of spread in other nations and assist governmental bodies in taking action to lessen its effects in future.","","979-8-3503-9648-5","10.1109/InCACCT57535.2023.10141756","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10141756","Covid-l9;World Health Organization;Machine Learning;Polynomial Regression;Support Vector Regression;ARIMA model;Root Mean Squared Error","COVID-19;Support vector machines;Silver;Machine learning algorithms;Pandemics;Tuberculosis;Government","autoregressive moving average processes;diseases;epidemics;learning (artificial intelligence);mean square error methods;medical computing;regression analysis;support vector machines;time series","ARIMA model;autoregressive integrated moving average model;breakout;coronavirus outbreak;covid-19 confirmations;hardest problems humanities;India;machine learning;mortality cases;mortality rate;peak waves;polynomial regression;prediction outcomes;Root Mean Squared Error;sickness;spread analysis;support vector regression;SVR;World Health organization;wreaked devastation","","","","16","IEEE","8 Jun 2023","","","IEEE","IEEE Conferences"
"Forecasting of Nifty 50 Index Volatility Using Seasonal ARIMA Model","K. Pant; R. Rawat; A. Pant","School of Vocational Studies, Graphic Era Hill University, Dehradun, Uttarakhand, India; School of Vocational Studies, Graphic Era Hill University, Dehradun, Uttarakhand, India; School of Computer Applications & IT, Shri Guru Ram Rai University, Dehradun, Uttarakhand, India","2023 International Conference on Advancement in Computation & Computer Technologies (InCACCT)","8 Jun 2023","2023","","","271","274","Traders who are at the beginner stage are more likely to make mistakes and suffer losses in the volatile market. The study focuses to develop an autoregressive integrated moving average model for forecasting the Nifty 50 index based on the historical dataset by using the advanced technique of time series analysis. The train-testing approach of machine learning and Akaike Information Criterion (AIC) has been used on the monthly data of eight years for the selection of the autoregressive model. Using the auto-correlation functions (ACF & PACF) and the seasonality component in the dataset, the seasonal ARIMA model of (0,1,1)(0,1,2)12 has been selected to forecast the Nifty 50 index values. Based on this selected model, values have been predicted and compared with the actual values for validation purposes. The results show that the model could be utilized to forecast the Nifty 50 index. The model can be helpful for a researcher, and the forecasted values will help a trader to protect from severe losses in his beginner stage.","","979-8-3503-9648-5","10.1109/InCACCT57535.2023.10141726","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10141726","Time series analysis;Python language;SARIMA model;Forecasting;Nifty 50 index","Analytical models;Machine learning algorithms;Time series analysis;Machine learning;Predictive models;Data models;Indexes","autoregressive moving average processes;autoregressive processes;learning (artificial intelligence);share prices;stock markets;time series","Akaike Information Criterion;auto-correlation functions;autoregressive integrated moving average model;autoregressive model;beginner stage;forecasted values;historical dataset;Nifty 50 index values;Nifty 50 index volatility;seasonal ARIMA model;seasonality component;time series analysis;trader;train-testing approach;volatile market","","","","20","IEEE","8 Jun 2023","","","IEEE","IEEE Conferences"
"Exchange Rate Prediction with Machine Learning, Deep Learning, and Time Series Methods Using Alternative Data","A. Das; D. Pramod","Symbiosis Centre for Information Technology (SCIT), Symbiosis International (Deemed University) (SIU), Pune, India; Symbiosis Centre for Information Technology (SCIT), Symbiosis International (Deemed University) (SIU), Pune, India","2023 International Conference on Advancement in Computation & Computer Technologies (InCACCT)","8 Jun 2023","2023","","","698","703","Using alternative data to predict macroeconomic variables is efficient and consumes less time. This study aims to find the effectiveness of using alternative data such as the NASDAQ Index, NIFTY 50 Index, and SENSEX Index to forecast Exchange rates. The study used USD conversion rate data from various websites such as money control, yahoo finance, India stat, official Reserve Bank of India (RBI) website. The experiment-based research uses Machine Learning (ML), Deep Learning (DL), and Time Series Modeling to predict conversion rates. The study reveals that the NASDAQ index significantly affects conversion rate, whereas the NIFTY 50 and SENSEX indexes had less impact. It is evident from this study that the Ensemble ML model gives the best prediction results with 90% accuracy. DL models were unreliable, and time series forecasting gave considerable accuracy.","","979-8-3503-9648-5","10.1109/InCACCT57535.2023.10141844","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10141844","Exchange rate;Time Series;NIFTY 50;NASDAQ;Machine Learning;LSTM","Learning systems;Deep learning;Support vector machines;Exchange rates;Time series analysis;Predictive models;Macroeconomics","deep learning (artificial intelligence);economic forecasting;exchange rates;financial management;forecasting theory;learning (artificial intelligence);macroeconomics;stock markets;time series","alternative data;Deep Learning;Exchange rate prediction;Exchange rates;India website;Machine Learning;macroeconomic variables;NASDAQ Index;NASDAQ index;NIFTY 50 Index;SENSEX Index;time series forecasting;Time Series methods;Time Series Modeling;USD conversion rate data","","","","19","IEEE","8 Jun 2023","","","IEEE","IEEE Conferences"
"Interpretable Sequence Models for the Sales Forecasting Task: A Review","R. Narang; U. P. Singh","Liverpool John Moores University, England; Computer Science and Engineering, Siksha O’ Anusandhan University, Bhubaneshwar, Odisha","2023 7th International Conference on Intelligent Computing and Control Systems (ICICCS)","8 Jun 2023","2023","","","858","864","Sequence modelling has shown tremendous potential in solving real-world sequence prediction tasks like speech recognition, time series forecasting, and context identification. However, most of these sequence models are trained on univariate datasets and cannot leverage the information available in a multivariate setting. Moreover, the prediction/decision made by these models is not interpretable; consequently, the end users are unaware of the different steps involved in reaching that prediction/decision and cannot determine if the model aligns with the business and ethical values. This work investigates the performance of different sequence learners trained in a multivariate setting for the sales forecasting task. Specifically, different sequence models, including vanilla LSTM, stacked LSTM, bidirectional LSTM, and convolution neural networkbased-LSTM, have been trained on the Walmart dataset, and a comparative analysis of their performance using mean squared error (MSE) and weighted mean absolute error (WMAE) metric is reported. For training the learners in a multivariate setting, relevant features have been identified using exploratory data analytics. Furthermore, these sequence models are made interpretable using the Local Interpretable Model Agnostic Explanation (LIME) model to explain away the key variables involved in the prediction task. Empirical results obtained on the Walmart sales dataset established that the performance of the stacked LSTM model is superior to other learners. Additionally, the stacked model being the most generalizable, is complemented by the LIME module to explain away its predictions using the relevant features.","2768-5330","979-8-3503-9725-3","10.1109/ICICCS56967.2023.10142614","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10142614","Explainable Artificial Intelligence;Interpretability;Local Interpretable Model-Agnostic Explanations;Multivariate Time Series Forecasting;Long Short-Term Memory Network;Auto Regression","Training;Measurement;Ethics;Data analysis;Computational modeling;Time series analysis;Speech recognition","convolutional neural nets;data analysis;deep learning (artificial intelligence);learning (artificial intelligence);mean square error methods;recurrent neural nets;regression analysis;sales management;time series","convolution neural networkbased-LSTM;different sequence learners;different sequence models;Interpretable sequence models;Local Interpretable Model Agnostic Explanation model;model aligns;multivariate setting;real-world sequence prediction tasks;sales forecasting task;sequence modelling;stacked LSTM model;stacked model;time series forecasting;Walmart sales dataset","","","","47","IEEE","8 Jun 2023","","","IEEE","IEEE Conferences"
"Efficient Time Series Photovoltaic Production Forecasting using FLAML with Traditional Machine Learning Algorithms","D. P. Kumar; N. Kaur; S. S. Kushana","Computer Science and Engineering, Lovely Professional University, Punjab, India; Computer Science and Engineering, Lovely Professional University, Punjab, India; Aerospace Engineering, Lovely Professional University, Punjab, India","2023 7th International Conference on Intelligent Computing and Control Systems (ICICCS)","8 Jun 2023","2023","","","72","77","This study explores the use of automatic photovoltaic production forecasting. The library is applied with five traditional machine learning algorithms, including Xgb_Limitdepth, Random-Forest, Extra-Tree, XGBoost, and lightGBM. The dataset used in this study is obtained from a photovoltaic power plant located in a sunny region in Europe, Greece, and it includes hourly power production data for a period of four years. The results show that FLAML can automatically optimize hyperparameters and select the best algorithm for the given data, achieving accurate forecasts for photovoltaic power production. The experiment shows that the combination of FLAML with traditional machine learning algorithms performs better than using each algorithm individually. In addition, the study compares the performance of the different algorithms and demonstrates that XGBoost and LGBM outperform the other algorithms. Overall, this study demonstrates the usefulness of FLAML in time series forecasting and its potential to optimize the forecasting process by automating the selection of the best algorithm and hyperparameters. This study’s empirical evidence can be useful for researchers and practitioners in the field of renewable energy, particularly in photovoltaic power production, and similar can be used for wind power production and tidal power production.","2768-5330","979-8-3503-9725-3","10.1109/ICICCS56967.2023.10142480","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10142480","Automated machine learning;Machine learning;Forecasting;Extreme Gradient Boosting;Extreme Gradient Boosting Limit Depth;Random Forest;Extra Tree;Light gradient boosting machine","Photovoltaic systems;Renewable energy sources;Machine learning algorithms;Time series analysis;Production;Predictive models;Wind power generation","learning (artificial intelligence);photovoltaic power systems;power engineering computing;random forests;regression analysis;support vector machines;time series;wind power","automatic photovoltaic production forecasting;efficient time series photovoltaic production forecasting;FLAML;forecasting process;hourly power production data;photovoltaic power plant;photovoltaic power production;tidal power production;time series forecasting;wind power production;XGBoost","","","","15","IEEE","8 Jun 2023","","","IEEE","IEEE Conferences"
"Optimized LSTM Model for Electric Load Forecasting using Deep Learning with Genetic Algorithm","E. Balraj; T. Pugalendhi; M. Sureshkumar; K. Vijayasarathi","Department of Information Technology, M.Kumarasamy College of Engineering, Karur, TamilNadu; Department of Information Technology, M.Kumarasamy College of Engineering, Karur, TamilNadu; Department of Information Technology, M.Kumarasamy College of Engineering, Karur, TamilNadu; Department of Information Technology, M.Kumarasamy College of Engineering, Karur, TamilNadu","2023 7th International Conference on Intelligent Computing and Control Systems (ICICCS)","8 Jun 2023","2023","","","301","304","Due to its ability to understand long-term connections between data time steps, LSTMs are often used to learn, analyze, and categorize sequential data. This model forecast future energy usage is what this research aims to create. To be used as input into the LSTM model, energy consumption data will be gathered and preprocessed. The model will be adjusted for best performance after being trained on the data. After being trained, the model will be able to estimate future energy usage by exhorting historical consumption trends and utilizing that data to anticipate future consumption. Energy providers may utilize these forecasts to streamline their operations, and customers can use them to make well-informed choices about how much energy they use. Prediction generation, model training and assessment, data gathering, and preprocessing are all parts of the study. Utilizing pertinent indicators, the model’s performance will be assessed, and the findings will be presented in relation to scenarios for predicting actual energy usage. Using the prior model as a foundation, Extra features are added that the output data is delivered to the registered email.","2768-5330","979-8-3503-9725-3","10.1109/ICICCS56967.2023.10142580","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10142580","Long Short-Term Memory (LSTM);energy consumption prediction;neural networks","Training;Energy consumption;Time series analysis;Predictive models;Market research;Data models;Vaccines","deep learning (artificial intelligence);energy consumption;genetic algorithms;learning (artificial intelligence);load forecasting;power engineering computing;recurrent neural nets;time series","actual energy usage;data gathering;data time steps;deep learning;electric load forecasting;energy consumption data;energy providers;future consumption;future energy usage;genetic algorithm;historical consumption trends;long-term connections;model training;optimized LSTM model;output data;prior model;sequential data;utilizing pertinent indicators","","","","9","IEEE","8 Jun 2023","","","IEEE","IEEE Conferences"
"Analysis of Bigmart Outlets sales using Big Data Analytics Method","M. V. Ramasami; R. Thangaraj; S. M. Kumar","Department of Computer Science and Engineering, KPR Institute Of Engineering and Technology, Coimbatore, India; Department of Computer Science and Engineering, Centre for IoT and AI, KPR Institute Of Engineering and Technology, Coimbatore, India; Department of Computer Science and Engineering, KPR Institute Of Engineering and Technology, Coimbatore, India","2023 2nd International Conference on Applied Artificial Intelligence and Computing (ICAAIC)","8 Jun 2023","2023","","","1143","1146","Sales prediction is an important problem for businesses. A sales forecast can guide a company's production, pricing, and promotion strategies, and can help mitigate risks associated with under or overproduction. Traditional methods of sales prediction utilized statistical techniques like regression analysis or time series analysis, but these methods have certain limitations, including the need for large and clean data sets. This research work focuses on exploring the patterns and trends present in a large-scale retail dataset through exploratory data analysis (EDA). The primary objective of this research is to uncover insights that can enhance the understanding of customer behaviour, identify opportunities to improve business processes and inform data-driven decisions. The data consists of daily sales records for 1560 products of ten BigMart Outlets. This study explores several preprocessing steps, such as handling missing values and outliers, scaling and normalization, and feature engineering. The findings also revealed that the top-selling items were bought by a diverse range of customer demographics, indicating that marketing campaigns should target a broader audience. Furthermore, the study identified several unusual transactions that required further investigation.","","978-1-6654-5630-2","10.1109/ICAAIC56838.2023.10140416","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10140416","Exploratory Data Analysis;PySpark;Retail Outlet;Pre-processing;BigMart;Statistical Analysis","Profitability;Time series analysis;Production;Pricing;Data science;Market research;Regression analysis","Big Data;consumer behaviour;data analysis;promotion (marketing);regression analysis;retail data processing;sales management;time series","big data analytics method;BigMart Outlets sales analysis;business processes;customer behaviour;daily sales records;data-driven decisions;EDA;exploratory data analysis;large-scale retail dataset;marketing campaign;promotion strategies;regression analysis;sales forecast;sales prediction;statistical techniques;time series analysis;top-selling items","","","","18","IEEE","8 Jun 2023","","","IEEE","IEEE Conferences"
"Predict the Quality of Freshwater using Support Vector Machines","S. S.; S. S.; R. G.; G. S.; V. K.; R. K. P.","Department of Computer Science and Engineering, Bannari Amman Institue of Technology, Sathyamangalam; Department of Computer Science and Engineering, M. Kumarasamy College of Engineering, Karur; Department of Computer Science and Engineering, Bannari Amman Institue of Technology, Sathyamangalam; Department of Information Technology, Karpagam College of Engineering, Coimbatore; Department of CSE, Velalar College of Engineering and Technology, Erode; Department of Computer Science and Engineering, Bannari Amman Institue of Technology, Sathyamangalam","2023 2nd International Conference on Applied Artificial Intelligence and Computing (ICAAIC)","8 Jun 2023","2023","","","370","377","The purity of the water has recently been threatened by a number of contaminants. As a result, it is now crucial for the management of water pollution to model and anticipate water quality. In order to forecast the water quality index (WQI) and water quality classification (WQC), this work creates cutting-edge artificial intelligence (AI) approaches. Today, many people are afflicted with severe illnesses brought on by tainted water. This study will look at a water quality monitoring system because it provides information on water quality. It is planned to identify forecasts for water quality using a machine learning system. The depletion of natural water resources including lakes, streams, and estuaries is one of the most significant and alarming issues facing humanity. The effects of dirty water are widespread and have an impact on several people. Water resource management is therefore essential for maximizing water quality. If data are analyzed and water quality is foreseen, the effects of water contamination can be effectively addressed. Even though this subject has been covered in a large number of earlier research, more has to be done to boost the effectiveness, dependability, accuracy, and utility of the current techniques to managing water quality. The goal of this study is to develop an Artificial Neural Network (ANN) and time-series analysisbased water quality prediction model. The historical water quality data used in this study has a 6-minute time period and is from the year 2014. The National Water Information System, a website operated by the United States Geological Survey (USGS) is where the data comes from.","","978-1-6654-5630-2","10.1109/ICAAIC56838.2023.10140956","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10140956","Water Quality;Machine Learning;Prediction and Modeling;Predictive Algorithms","Surveys;Analytical models;Computational modeling;Water quality;Artificial neural networks;Predictive models;Water pollution;Data models;Forecasting;Water resources","hydrological techniques;lakes;rivers;water pollution;water quality;water resources","artificial neural network;dirty water;historical water quality data;National Water Information System;natural water resources;tainted water;time-series analysis;United States Geological Survey;water contamination;water pollution;water quality index;water quality monitoring system;water resource management","","","","13","IEEE","8 Jun 2023","","","IEEE","IEEE Conferences"
"Stock Price Prediction using Depthwise Pointwise CNN with Sequential LSTM","A. Rajanand; P. Singh","Department of Information Technology, National Institute of Technology, Raipur, India; Department of Computer Science, National Institute of Technology, Raipur, India","2023 2nd International Conference on Applied Artificial Intelligence and Computing (ICAAIC)","8 Jun 2023","2023","","","82","86","Recent developments in computing technology have resulted in the continuous accumulation of enormous volumes of stock data and information. Due to the market's volatile, unpredictable, and non-stationary nature, analyzing stock market movements and price behavior is extremely difficult. In this study, stock prediction model is proposed using a recurrent neural network with depthwise separable convolution for smoothing the prediction. Depthwise separable convolution is used in the proposed model to improve feature extraction. Extracted features are provided in sequential LSTM to forecast future price of the stock. The proposed model., Depth-wise Separable CNN with Sequential LSTM (DWCNN-SLSTM) is evaluated on S&P 500, HSI, CSI300, and Nikkei 225 datasets. The proposed model outperforms the existing and achieved MAPEof 0.4734, 0.5051, 0.4865, and 0.4776 on S&P500, HSI, CSI300, and Nikkei 225 respectively.","","978-1-6654-5630-2","10.1109/ICAAIC56838.2023.10140728","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10140728","Stock price;Long Short-Term Memory;Depth wise Separable convolution","Smoothing methods;Recurrent neural networks;Convolution;Computational modeling;Time series analysis;Feature extraction;Transformers","convolutional neural nets;feature extraction;neural nets;pricing;recurrent neural nets;stock markets","computing technology;continuous accumulation;Depth-wise Separable CNN;depthwise pointwise CNN;depthwise separable convolution;enormous volumes;feature extraction;future price;nonstationary nature;price behavior;recurrent neural network;Sequential LSTM;sequential LSTM;stock data;stock market movements;stock prediction model;stock price prediction","","","","18","IEEE","8 Jun 2023","","","IEEE","IEEE Conferences"
"On the Use of Machine Learning Algorithms to Improve GNSS Products","A. Nardin; F. Dovis; D. Valsesia; E. Magli; C. Leuzzi; R. Messineo; H. Sobreira; R. Swinden","DET, Politecnico di Torino, Turin, Italy; DET, Politecnico di Torino, Turin, Italy; DET, Politecnico di Torino, Turin, Italy; DET, Politecnico di Torino, Turin, Italy; ALTEC, Turin, Italy; ALTEC, Turin, Italy; European Space Agency, ESTEC, Noordwijk, Netherlands; European Space Agency, ESTEC, Noordwijk, Netherlands","2023 IEEE/ION Position, Location and Navigation Symposium (PLANS)","8 Jun 2023","2023","","","216","227","This paper presents relevant results on the investigation of possible uses of machine learning based techniques for the processing of data in the field of Global Navigation Satellite Systems (GNSSs). The work was performed under funding of the European Space Agency and addressed different kind of data present in the entire chain of the positioning process, as well as different kind of machine learning approaches. This paper presents the results obtained for two promising GNSS applications: the prediction of ionospheric maps for the correction of the related error on the pseudorange measurement; and the forecast of fast corrections normally present in the EGNOS messages, in case the latter are missing. Results show how, based on the historical data and the time correlation of the values, machine learning methods outperformed simple regression algorithms, improving the positioning performance at GNSS user level. The work results also confirmed the validity of this approach for the automatic detection of outliers due to ionospheric scintillation phenomena.","2153-3598","978-1-6654-1772-3","10.1109/PLANS53410.2023.10139920","European Space Agency(grant numbers:NAVISP-EL1-035.02); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10139920","Machine-learning;GNSS;Ionosphere;Positioning","Global navigation satellite system;Estimation error;Machine learning algorithms;Statistical analysis;Navigation;Time series analysis;Measurement uncertainty","Global Positioning System;ionospheric electromagnetic wave propagation;learning (artificial intelligence);radiowave propagation;regression analysis;satellite navigation","based techniques;EGNOS messages;entire chain;European Space Agency;fast corrections;Global Navigation Satellite Systems;GNSS user level;GNSSs;historical data;improve GNSS products;ionospheric maps;machine learning algorithms;machine learning approaches;machine learning methods;positioning performance;positioning process;promising GNSS applications;pseudorange measurement;related error;simple regression algorithms;work results","","","","35","IEEE","8 Jun 2023","","","IEEE","IEEE Conferences"
"LSTM models for spatiotemporal extrapolation of population data","C. Geiß; J. Maier; E. So; Y. Zhu","German Remote Sensing Data Center (DFD), German Aerospace Center (DLR), Wessling-Oberpfaffenhofen, Germany; German Remote Sensing Data Center (DFD), German Aerospace Center (DLR), Wessling-Oberpfaffenhofen, Germany; Centre for Risk in the Built Environment, University of Cambridge, Cambridge, UK; Centre for Risk in the Built Environment, University of Cambridge, Cambridge, UK","2023 Joint Urban Remote Sensing Event (JURSE)","8 Jun 2023","2023","","","1","4","The anticipation of future geospatial population distributions is crucial for numerous application domains. Here, we capitalize upon existing gridded population time series data sets, which are provided on an open source basis globally, and implement a machine learning model tailored for time series analysis, i.e., Long Short Term Memory (LSTM) network. In detail, we harvest WorldPop population data and learn an LSTM model for anticipating population along a three-year interval. Experimental results are obtained from Peru’s capital Lima, which features a high population dynamic. To gain insights regarding the competitive performance of LSTM models in this application context, we also implement multilinear regression and Random Forest models for comparison. The results underline the usefulness of temporal models, i.e., LSTM, for forecasting gridded population data.","2642-9535","978-1-6654-9373-4","10.1109/JURSE57346.2023.10144145","Ministry of Education; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10144145","spatiotemporal population modeling;time series data;LSTM models;Lima, Peru","Sociology;Time series analysis;Predictive models;Data models;Spatiotemporal phenomena;Geospatial analysis;Long short term memory","demography;geographic information systems;geophysical image processing;learning (artificial intelligence);random forests;recurrent neural nets;regression analysis;time series","future geospatial population distributions;gridded population data;gridded population time series data sets;high population dynamic;Long Short Term Memory network;LSTM model;machine learning model;numerous application domains;open source basis;Peru's capital Lima;Random Forest models;spatiotemporal extrapolation;temporal models;time series analysis;WorldPop population data","","","","14","IEEE","8 Jun 2023","","","IEEE","IEEE Conferences"
"Settlement Growth Prediction exploiting EO-based Time Series with the Spatio-Temporal Matrix Approach: a Case Study for the City of Hue, Vietnam","Z. Wang; M. Marconcini; L. H. Khanh Nguyen; T. Gia Pham; F. Bachofer","German Remote Sensing Data Center (DFD), German Aerospace Center (DLR), Wessling, Germany; German Remote Sensing Data Center (DFD), German Aerospace Center (DLR), Wessling, Germany; International School, Hue University, Hue, Vietnam; International School, Hue University, Hue, Vietnam; German Remote Sensing Data Center (DFD), German Aerospace Center (DLR), Wessling, Germany","2023 Joint Urban Remote Sensing Event (JURSE)","8 Jun 2023","2023","","","1","4","Satellite-based Earth observation (EO) time series data possess enormous potential for analyzing the past and forecasting future trends of urban/settlement development. While historic settlement extent maps with high spatial resolution can be generated from EO data, detailed local information such as intra-urban recreation spaces or restricted areas for specific land use types are hard to acquire. In order to overcome this data gap from which many modelling approaches suffer, the Spatio-Temporal Matrix (STM) was developed. The STM provides spatial and temporal characteristics of a target pixels’ neighborhood to be used for predicting the future urban/settlement growth with a machine learning approach. In this study, a multi-layer perceptron (MLP) was employed to utilize the STM for the settlement growth prediction of the City of Hue, Vietnam. The SLEUTH model was used as a benchmark for the performance evaluation. The results show that the STM-based model achieved a high accuracy in settlement growth modelling. Compared to the SLEUTH model, the STM approach simulated less growth in restricted areas without having to rely on external datasets.","2642-9535","978-1-6654-9373-4","10.1109/JURSE57346.2023.10144086","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10144086","Spatio-temporal matrix;urban growth;settlement growth;prediction;EO data;time series;machine learning","Performance evaluation;Meters;Time series analysis;Urban areas;Predictive models;Benchmark testing;Market research","geophysical image processing;land use;learning (artificial intelligence);multilayer perceptrons;time series;town and country planning","data gap;detailed local information;EO data;EO-based time series;high spatial resolution;historic settlement extent maps;intra-urban recreation spaces;machine learning approach;restricted areas;satellite-based Earth observation time series data;settlement growth modelling;settlement growth prediction;SLEUTH model;spatial characteristics;Spatio-Temporal Matrix approach;specific land use types;STM approach;STM-based model;temporal characteristics;Vietnam","","","","14","IEEE","8 Jun 2023","","","IEEE","IEEE Conferences"
"Application of a new Transformer-based model and XGBoost to improve one-day-ahead solar power forecasts","Q. -T. Phan; Y. -K. Wu; Q. -D. Phan","National Chung-Cheng University No. 168, University Rd, Chia-Yi, Taiwan; National Chung-Cheng University No. 168, University Rd, Chia-Yi, Taiwan; Vietnam National University, Ho Chi Minh City University of Technology 268 Ly Thuong Kiet Street, District 10, Vietnam","2023 IEEE/IAS 59th Industrial and Commercial Power Systems Technical Conference (I&CPS)","6 Jun 2023","2023","","","1","7","Forecasting solar photovoltaic (PV) generation has become important since solar power exhibits chaotic and intermittent behavior. With the development of artificial intelligence (AI) techniques, various deep learning algorithms have been shown to be very powerful for renewable power forecasts. This study aims to develop a forecasting model by applying a Transformer-based model for time series to predict one-day-ahead photovoltaic generation. More importantly, this study presents a new process that combines an advanced imputation technique with a post-processing technique and the newest Transformer structure. Unlike an original Transformer structure, the proposed Transformer model has more normalized and dropout layers between blocks, as well as utilizes multi-head attention mechanisms. In the pre-processing step, missing data were imputed using XGBoost with predictive mean matching (PMM) and bootstrapping, which preserves a complex relationship among the inputs. Finally, a combined post-processing technique based on daily numerical fitting curves and a Gated Recurrent Unit (GRU) was employed to enhance forecasting accuracy. The proposed model was trained using historical measurement data from ten solar farms in Taiwan and Numerical Weather Predictions (NWPs) data from the Taiwan Central Weather Bureau (CWB). Based on the forecasting results, the proposed model outperforms state-of-the-art prediction models.","2158-4907","979-8-3503-9651-5","10.1109/ICPS57144.2023.10142107","Ministry of Science and Technology; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10142107","Solar power forecasting;Numerical Weather Prediction;Deep Learning;Transformer;Pre-processing;Data Imputation;Post-Processing","Photovoltaic systems;Deep learning;Time series analysis;Weather forecasting;Predictive models;Transformers;Data models","deep learning (artificial intelligence);photovoltaic power systems;power engineering computing;power generation planning;power transformers;recurrent neural nets;solar power;solar power stations;statistical analysis;supervised learning;time series","advanced imputation technique;artificial intelligence techniques;bootstrapping;deep learning algorithm;dropout layers;gated recurrent unit;GRU;multihead attention mechanism;numerical fitting curves;numerical weather predictions;NWP;one-day-ahead solar power forecasts;post-processing technique;predictive mean matching;renewable power forecasts;solar farms;solar photovoltaic generation;Taiwan Central Weather Bureau;time series;transformer-based model;XGBoost","","","","26","IEEE","6 Jun 2023","","","IEEE","IEEE Conferences"
"Research on the Application of Deep Reinforcement Learning Algorithm for Sensor Networks in Intelligent Environment Control","W. Xiaowei","School of Information Engineering, Nanning University, Nanning, China","2023 IEEE International Conference on Control, Electronics and Computer Technology (ICCECT)","6 Jun 2023","2023","","","1011","1015","Real-time search of objects, data, and services has grown to be a crucial and practical problem in the IoT world in recent years due to the fast deployment of numerous Internet of Things (IoT) sensors. In addition to offering solutions for real-time sensor data collecting in the IoT, IoT data prediction models also provide more useful applications than conventional IoT event detection models. Using complicated time series created by several types of sensors, we have developed an enhanced neural network model in this research for multi-dimensional feature selection and outlier identification. Comparing our approach to conventional data prediction methods, we can see an improvement in the stability and accuracy of long-term forecasts for IoT sensor data. Finally, we compare the training capabilities of traditional neural network models with random forest models to assess the efficacy of our prediction model using sensor data from the Intel Berkeley Research Laboratory. Our model achieves an accuracy rate that is respectively more than 12% and 68% higher than the two comparison models, while the corresponding loss values are less than 0.325 and 0.595, respectively.","","979-8-3503-9902-8","10.1109/ICCECT57938.2023.10140795","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10140795","IoT sensor data prediction;complex time series;multi-dimensional feature selection;intelligent environmental control;outlier detection","Adaptation models;Computational modeling;Time series analysis;Neural networks;Predictive models;Feature extraction;Data models","computer network security;deep learning (artificial intelligence);feature selection;Internet of Things;learning (artificial intelligence);neural nets;random forests;reinforcement learning;time series","comparison models;complicated time series;conventional data prediction methods;conventional IoT event detection models;crucial problem;deep reinforcement learning algorithm;enhanced neural network model;fast deployment;Intel Berkeley Research Laboratory;intelligent environment control;IoT sensor data;IoT world;multidimensional feature selection;numerous Internet;prediction model;random forest models;real-time sensor data;sensor networks;Things sensors;traditional neural network models","","","","18","IEEE","6 Jun 2023","","","IEEE","IEEE Conferences"
