"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Analysis and Demand Forecasting Based On e-Commerce Data","T. Tang","Institute of mathematical Civil Aviation Flight University of China, Deyang, China","2023 6th International Conference on Artificial Intelligence and Big Data (ICAIBD)","10 Aug 2023","2023","","","64","68","With the emergence of new technologies and tools for big data, the predictive analysis of e-commerce data faces new opportunities and challenges. The improvement of commodity demand predict accuracy can reduce the generation cost of ecommerce, provide reasonable market scheduling supply and demand, that can reduce logistics pressure, and improve benefits for enterprises. In this paper, we select the phone sales data of an e-commerce platform, firstly pre-processing the original data and analyzing it with big data technology; on this basis, we process the data series by differential processing, determine the model parameters, and construct ARIMA and XGBoost algorithm demand forecasting model,that provide a better direction and path for e-commerce service model.","2769-3554","978-1-6654-9125-9","10.1109/ICAIBD57115.2023.10206072","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10206072","ARIMA model;demand forecasting;XGBoost algorithm;e-commerce data","Analytical models;Machine learning algorithms;Time series analysis;Demand forecasting;Predictive models;Big Data;Prediction algorithms","","","","","","12","IEEE","10 Aug 2023","","","IEEE","IEEE Conferences"
"Baiyunshan Company Profit Forecast Analysis Based on Small Sample Time Series Data","Z. Hu; C. Chen; H. Xu","Air Traffic Management Academy, Civil Aviation Flight University of China, Guanghan, China; School of Science, Civil Aviation Flight, University of China, Guanghan, China; School of Science, Civil Aviation Flight, University of China, Guanghan, China","2023 6th International Conference on Artificial Intelligence and Big Data (ICAIBD)","10 Aug 2023","2023","","","31","35","Data analysis and prediction is an important part of enterprise management, which can provide effective data support for enterprise managers when making decisions, and many analysis and prediction methods need a large amount of data support to ensure the accuracy of prediction. From 2020 to the end of 2022, the Coronavirus epidemic has brought huge economic losses to China, and many enterprises have not only suffered huge losses in the epidemic environment, but also limited collection of business data, which has also caused great obstacles to data analysis. In this context, the classic small-sample processing method Bootstrap method is used to establish a time series forecasting model, and the Akaike information is used to test the goodness-of-fit of the model to analyze and predict the small-sample data.","2769-3554","978-1-6654-9125-9","10.1109/ICAIBD57115.2023.10206373","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10206373","time series;small sample data;bootstrap;Akaike information","Analytical models;Epidemics;Data analysis;Time series analysis;Companies;Predictive models;Market research","","","","","","10","IEEE","10 Aug 2023","","","IEEE","IEEE Conferences"
"A Highly Efficient Traffic Prediction Model for Continuous Time-Series Graph Attention Networks","Y. Liu; Z. Liang; X. Liu","Shanghai Institute of Technology Shanghai Institute of Technology, Shanghai, China; Shanghai Institute of Technology Shanghai Institute of Technology, Shanghai, China; Yingche Technology (Shanghai) Co., Ltd, Shanghai Institute of Technology, Shanghai, China","2023 6th International Conference on Artificial Intelligence and Big Data (ICAIBD)","10 Aug 2023","2023","","","629","634","A highly efficient and accurate traffic prediction model can effectively reduce the incidence of traffic accidents. Traffic conditions in cities are not only related to the urban road structure but also real-time weather, traffic flow, and pedestrians, making the task of traffic forecasting highly dependent on both time and space. It has been a challenging scientific problem to map the spatial relationships between real-world entities such as roads, pedestrians, and cars more accurately into predictive models, while also taking into account the impact of time-varying factors such as weather and holidays on spatial relationships. To address this problem, a new traffic prediction model based on continuous temporal modules of graph neural networks is proposed in this paper(A Highly efficient Graph Attention Network Based on Temporal Block, T-EGAT), by combining the Highly efficient Multi-Head Self-Attention mechanism (EMSA) with Gragh Neural Network (GNN), the data structure of the graph addresses the dependence of real-world roads on the spatial domain, and the continuous temporal function has replaced the traditional fixed-time compensated prediction window, allowing the prediction model to deal more effectively with bursts of events that occur within a short time, thus further reducing the dependence on the temporal domain. Our model was experimentally found to outperform the latest models on real-world traffic sets.","2769-3554","978-1-6654-9125-9","10.1109/ICAIBD57115.2023.10206100","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10206100","traffic prediction;intelligent information systems;multi-headed self-attentive mechanisms;graph convolutional neural networks","Pedestrians;Roads;Computational modeling;Time series analysis;Urban areas;Predictive models;Graph neural networks","","","","","","17","IEEE","10 Aug 2023","","","IEEE","IEEE Conferences"
"Used Sailboat Price Prediction Model Based on SSA Optimized XG-Boost Algorithm","Y. Chen; P. Zheng; Y. Xu; K. S. Nge","School of Computing & Data Science, Xiamen University Malaysia, Sepang, Selangor, Malaysia.; School of Computing & Data Science, Xiamen University Malaysia, Sepang, Selangor, Malaysia.; School of Computing & Data Science, Xiamen University Malaysia, Sepang, Selangor, Malaysia.; Department of Mathematics and Applied Mathematics, Xiamen University Malaysia, Sepang, Selangor, Malaysia","2023 6th International Conference on Artificial Intelligence and Big Data (ICAIBD)","10 Aug 2023","2023","","","650","655","As the economy grows and the supply and demand for new boats gradually balance, the trading volume of used sailboats has increased. The transaction price of used sailboats is affected by factors such as age, equipment, and market, making it difficult to assess and predict their value. Therefore, this paper aims to study the used sailboat market in Hong Kong and develop a mathematical model that can explain and predict the trading price of used sailboats to investigate the effect of regional effects on the trading price. In this paper, this work first pre-processed the data of sailboats by using VMD series decomposition to decompose the data containing time series and also used the XG-Boost model for data prediction, and the model can achieve a fit of over 95% in the training set, and the indicators of the model such as MAE and MAPE are also very accurate. In order to improve the accuracy of the model, this paper uses the SSA optimization method to optimize the catamaran price prediction model further and obtain a more accurate prediction model. Meanwhile, to discuss whether the regional effect is consistent on different sailboats, this paper verifies the regional effect with the help of the ANOVA method of the importance of indicator characteristics output from the XGB model. The results show that the area effect is essential and has a more significant impact on single-handed sailboats. Meanwhile, this paper calculates that the fit of the XGB model in the Hong Kong trading market still achieves the original accuracy, and the effect of GDP on the trading price of single-hull sailing boats is significantly higher than that of catamarans.","2769-3554","978-1-6654-9125-9","10.1109/ICAIBD57115.2023.10206158","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10206158","SSA;XG-boost;transaction price forecast;feature engineering","Training;Supply and demand;Time series analysis;Boats;Optimization methods;Predictive models;Prediction algorithms","","","","","","17","IEEE","10 Aug 2023","","","IEEE","IEEE Conferences"
"CONV1D-GRU: A Hybrid Model for Short-Term Electrical Load Forecasting","K. S. Farid; A. A. Ali; S. A. Salem; A. E. Mohamed","dept. Information Systems & Communications, Egyptian Electricity Holding Company, Cairo, Egypt; dept. Electrical Power, Helwan University - Faculty of Engineering, Cairo, Egypt; dept. Computer & Systems Engineering, Helwan University - Faculty of Engineering, Cairo, Egypt; dept. Information Systems & Communications, Egyptian Electricity Holding Company, Cairo, Egypt","2023 International Telecommunications Conference (ITC-Egypt)","10 Aug 2023","2023","","","281","286","With the development of plans to replace conventional meters with smart meters to enhance the functionality and performance of power system, forecasting power consumption is still a challenge due to nonlinearity patterns, different types of noise in the datasets, and sometimes lack of data. Artificial Intelligence plays an important role in utilizing the data sent from smart meters, particularly in the area of short-term load forecasting, which is required to meet the needs of consumers. Based on such insight, this study suggests a hybrid model based on a one-dimension convolutional neural network and gated recurrent units (CONV1D-GRU), to forecast hourly power consumption. The outcome demonstrates that the suggested model is capable of encompassing the patterns in a historical data pertaining the hourly power use. The suggested model has outperformed the competing strategies in the mean absolute percentage error (MAPE%), and the coefficient of determination $(R^{2})$ metrics.","","979-8-3503-2606-2","10.1109/ITC-Egypt58155.2023.10206214","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10206214","Short-Term Load Forecasting (STLF);Extreme gradient boosting (XBoost);Prophet;Autoregressive integrated moving average (ARIMA);Gated Recurrent Unit (GRU);One-Dimension Convolutional Neural Networks (CONV1D).","Load forecasting;Computational modeling;Time series analysis;Predictive models;Data models;Smart meters;Hybrid power systems","","","","","","29","IEEE","10 Aug 2023","","","IEEE","IEEE Conferences"
"Forecasting of E-Commerce System for Sale Prediction Using Deep Learning Modified Neural Networks","S. Neelakandan; V. Prakash; M. S. PranavKumar; R. Balasubramaniam","Department of Computer Science and Engineering, R.M.K. Engineering College, Chennai, India; Department of Computer Science and Engineering, R.M.K. Engineering College, Chennai, India; Department of Computer Science and Engineering, R.M.K. Engineering College, Chennai, India; Department of Computer Science and Engineering, R.M.K. Engineering College, Chennai, India","2023 International Conference on Applied Intelligence and Sustainable Computing (ICAISC)","9 Aug 2023","2023","","","1","5","E-commerce is the practice of purchasing and selling goods over the Internet. Customers will appreciate the simplicity of not having to make physical purchases using e-primary commerce. They will order the item online and deliver it to their home as soon as feasible. This research aimed to create deep learning algorithms capable of forecasting e-commerce sales. This project aims to develop and test a model for predicting online product sales over a wide range of online product types. It bases its decisions on the requirements for online product sales, the factors influencing online product sales in various industries, and the benefits of the deep learning algorithm. A continuous Stochastic Fractal Search (SFS) method for optimizing the parameters of a deep learning-modified neural network (DLMNN) is introduced in this paper. In e-commerce demand forecasting studies, a time series dataset is also analyzed. The DLMNN model’s performance improvements across multiple product categories are illustrated using a non-deep learning model as a baseline comparison. The experiment also shows that the unsupervised pretrained DLMNN model outperforms the competition in terms of sales predictions. For root mean square error, the proposed technique obtained RMSE, Mean, and Standard Deviation.","","979-8-3503-2379-5","10.1109/ICAISC58445.2023.10199817","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10199817","E-commerce system;forecasting;deep learning modified neural networks(DLMNN);deep learning","Deep learning;Shape;Time series analysis;Neural networks;Stochastic processes;Predictive models;Prediction algorithms","","","","","","20","IEEE","9 Aug 2023","","","IEEE","IEEE Conferences"
"Optimization and Prediction of Logistics Network Structure","Z. Liu; W. Qian; L. Wang","College of Artificial Intelligence, Tianjin Normal University, Tianjin, China; College of Artificial Intelligence, Tianjin Normal University, Tianjin, China; Tianjin Key Laboratory of Wireless Mobile Communications and Power Transmission, Tianjin Normal University, Tianjin, China","2023 International Conference on Applied Intelligence and Sustainable Computing (ICAISC)","9 Aug 2023","2023","","","1","6","This article first predicts the daily freight volume for each route in January 2023 based on quartiles and the Prophet time series model. Specific forecasting results for DC14 to DC10, DC20 to DC35, and DC25 to DC62 are obtained. The first-day freight volume for DC14 to DC10 is 29365.788. Furthermore, this article establishes optimization models for shutting down DC5 and DC9, respectively, and obtains the freight volume under normal and abnormal circulation. After shutting down DC5, the number of changing routes on the first day under normal circulation is 2, and the load is 21249.3. Then, the logistics site and route are evaluated for their importance based on the entropy weight method, the analytic hierarchy process, and the gray absolute correlation degree group decision-making model. Finally, the load rate of the constructed network is calculated to be 0.136, indicating good robustness.","","979-8-3503-2379-5","10.1109/ICAISC58445.2023.10199548","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10199548","prophet time series model;optimization model;logistics network;group decision-making model","Solid modeling;Adaptation models;Atmospheric modeling;Computational modeling;Time series analysis;Predictive models;Data models","","","","","","14","IEEE","9 Aug 2023","","","IEEE","IEEE Conferences"
"Prediction of Drought - A Machine Learning Approach using Time Series Data","S. Vijaya Shetty; M. S. Bharath; R. Chandan; V. Divya; S. Sushma Nayak","Department of CSE, Nitte Meenakshi Institute of Technology, Bangalore, India; Department of CSE, Nitte Meenakshi Institute of Technology, Bangalore, India; Department of CSE, Nitte Meenakshi Institute of Technology, Bangalore, India; Department of CSE, Nitte Meenakshi Institute of Technology, Bangalore, India; Department of CSE, Nitte Meenakshi Institute of Technology, Bangalore, India","2023 International Conference on Applied Intelligence and Sustainable Computing (ICAISC)","9 Aug 2023","2023","","","1","6","In order to forecast drought in a certain area, this research employed three different machine learning models, namely ARIMA (Auto Regressive Integrated Moving Average Model), VAR (Vector Auto Regressive model), and Prophet. These models are used to forecast upcoming drought occurrences and are trained using historical data on a variety of meteorological factors, including temperature, precipitation, humidity, and wind speed. Different statistical metrics, such as mean absolute error, root mean squared error, and coefficient of determination, are used to assess each model's performance. The findings indicate that all three models are capable of accurately and reliably forecasting drought episodes, with Prophet surpassing the other models. According to the findings of the study, machine learning models can be useful tools for forecasting drought episodes in a particular region, giving decision-makers a head start on taking the necessary actions to lessen the effects of drought on agriculture, water resources, and society. Among the three time series models experimented, Prophet model exhibited the accuracy of 92.01% which is the best when compared with the other two models. The choice of selecting a model for predicting the drought depends on the type of data being used for experimentation.","","979-8-3503-2379-5","10.1109/ICAISC58445.2023.10199898","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10199898","Drought prediction;ARIMA;VAR;Prophet;Time0series model","Reactive power;Computational modeling;Wind speed;Droughts;Time series analysis;Machine learning;Predictive models","","","","","","23","IEEE","9 Aug 2023","","","IEEE","IEEE Conferences"
"Minute Resolution Multi-Area Wind Power Simulation to Estimate Future Reserve Needs","H. Nordström; L. Söder; R. Eriksson","Electric Power and Energy Systems, KTH Royal Institute of Technology, Stockholm, Sweden; Electric Power and Energy Systems, KTH Royal Institute of Technology, Stockholm, Sweden; System Development Svenska kraftnät, Sundbyberg, Sweden","2023 IEEE Belgrade PowerTech","9 Aug 2023","2023","","","01","06","Increasing penetration of wind power poses challenges to power system balancing due to the uncertainty and variability of wind power generation. In wind integration studies, it is hence important to consider the need of balancing power caused by wind power. In this paper, we propose a new model to simulate minute resolution wind power time series in multi-area power systems, that allows for estimation of the additional need of reserves caused by wind power in future scenarios. The model is based on first simulating forecast uncertainty using a multidimensional autoregressive moving average model, and then simulating the variability by adding an autoregressive time series to a cubic spline interpolation. The model is found to generate scenarios of minute resolution wind power generation that are sufficiently realistic for long-term scenario studies. The model output can be used for analysing future reserve requirements or for scenario generation for stochastic optimisation of future power systems.","","978-1-6654-8778-8","10.1109/PowerTech55446.2023.10202966","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10202966","Wind power;Forecast error simulation;Minute resolution;Future scenarios;Power system reserves","Time series analysis;Stochastic processes;Wind power generation;Predictive models;Data models;Wind forecasting;Splines (mathematics)","","","","","","17","IEEE","9 Aug 2023","","","IEEE","IEEE Conferences"
"A Flexible Approach for Selection of the Training Set for ANN-Based Load Forecast Using Autoencoder and Similar Day Method","Z. Pajić; A. Selakov","Faculty of Technical Sciences, University of Novi Sad, Novi Sad, Serbia; Faculty of Technical Sciences, University of Novi Sad, Novi Sad, Serbia","2023 IEEE Belgrade PowerTech","9 Aug 2023","2023","","","01","05","This paper presents one possible approach for selecting similar days set for the artificial neural network (ANN)-based Short Term Load Forecasting method. The standard similar day forecast approach finds the best fit for the forecasted days' load based on the weather, load, or other factors. That approach is not accurate enough and finding the best fit excludes valuable information for the rest of the days in history. Moreover, if only the basic idea of this approach is used, only a narrow set of similar days is selected, which is unsuitable for ANN training. The general idea is to compare all days instead of choosing the best days. This approach provides a more flexible approach for selecting a proper training dataset for ANN. The proposed method uses an autoencoder to code all the days in history and enables comparison to the forecast day. The selection of the days is made using the Euclidian norm. The two vector distances between the forecast day code and the codes from the history are calculated using the Euclidian norm. Then the whole history is sorted by the value of the distance. Only the part with the most similar days of the initial set is used for training the ANN. Results on the test set showed that metrics improved when ANN is trained on similar days set that is selected using the proposed method. The proposed method determines enough days for the ANN training procedure and helps ANN to learn the correlation between load and other input factors optimally.","","978-1-6654-8778-8","10.1109/PowerTech55446.2023.10202813","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10202813","short-term load forecast;autoencoder;similar days;artificial neural network","Training;Measurement;Codes;Correlation;Load forecasting;Time series analysis;Weather forecasting","","","","","","14","IEEE","9 Aug 2023","","","IEEE","IEEE Conferences"
"End-to-End Learning with Multiple Modalities for System-Optimised Renewables Nowcasting","R. Vohra; A. Rajaei; J. L. Cremer","Department of Electrical Sustainable Energy, Delft University of Technology, Delft, The Netherlands; Department of Electrical Sustainable Energy, Delft University of Technology, Delft, The Netherlands; Department of Electrical Sustainable Energy, Delft University of Technology, Delft, The Netherlands","2023 IEEE Belgrade PowerTech","9 Aug 2023","2023","","","1","8","With the increasing penetration of renewable power sources such as wind and solar, accurate short-term, nowcasting renewable power prediction is becoming increasingly important. This paper investigates the multi-modal (MM) learning and end-to-end (E2E) learning for nowcasting renewable power as an intermediate to energy management systems. MM combines features from all-sky imagery and meteorological sensor data as two modalities to predict renewable power generation that otherwise could not be combined effectively. The combined, predicted values are then input to a differentiable optimal power flow (OPF) formulation simulating the energy management. For the first time, MM is combined with E2E training of the model that minimises the expected total system cost. The case study tests the proposed methodology on the real sky and meteorological data from the Netherlands. In our study, the proposed MM- E2E model reduced system cost by 30% compared to uni-modal baselines.","","978-1-6654-8778-8","10.1109/PowerTech55446.2023.10202904","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10202904","multi-modal learning;end-to-end learning;optimal power flow;power forecasting","Training;Photovoltaic systems;Renewable energy sources;Costs;Time series analysis;Predictive models;Wind power generation","","","","","","18","IEEE","9 Aug 2023","","","IEEE","IEEE Conferences"
"Bidirectional LSTM Network-Based Short-Term Load Forecasting Method in Smart Grids","A. Kumar; M. N. Alam","Dept. of Electrical Engineering, NIT Warangal, Warangal, India; Dept. of Electrical Engineering, NIT Warangal, Warangal, India","2023 5th International Conference on Energy, Power and Environment: Towards Flexible Green Energy Technologies (ICEPE)","9 Aug 2023","2023","","","1","6","Load forecasting, including classic time series analysis and more contemporary machine learning techniques, has emerged as one of the most prominent research domains. The primary emphasis of research in this field lies in predicting aggregated power usage. However, the significance of demand-side energy management, encompassing individual load forecasts, is increasingly gaining prominence. This work proposes load forecasting models that rely on deep neural networks (DNNs). These models are applied to a demand-side load database for analysis. The forecasting accuracy of DNN-based load forecasting models is assessed by comparing them with Convolutional Neural Network (CNN), Long Short-Term Memory (LSTM), and Bidirectional Long-Short-Term Memory (B-LSTM) models. The B-LSTM is a new recurrent artificial neural network recommended as the forecasting unit due to its ability to process information from both the past and present hidden layer using memory loops. Performance of the algorithm is check based on the mean absolute error, mean absolute percentage error, and root mean square error.","2832-8973","979-8-3503-1312-3","10.1109/ICEPE57949.2023.10201537","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10201537","load forecasting;neural network;feature selection;machine learning;CNN;LSTM;B-LSTM","Training;Load forecasting;Time series analysis;Predictive models;Smart grids;Convolutional neural networks;Forecasting","","","","","","13","IEEE","9 Aug 2023","","","IEEE","IEEE Conferences"
"IoT based Solar Power Forecasting using AMA-ELM Technique","S. Borgohain; T. H. Kazmi; R. Peesapati; G. Panda","NIELIT Shillong, Shillong, India; Electrical Engineering, NIT Meghalaya, Shillong, India; Electronics and Communication Engineering, NIT Meghalaya, Shillong, India; Electrical Engineering, NIT Meghalaya, Shillong, India","2023 5th International Conference on Energy, Power and Environment: Towards Flexible Green Energy Technologies (ICEPE)","9 Aug 2023","2023","","","1","6","Forecasting solar energy is essential for efficient grid management and integrating renewable energy sources into the electrical system. With the use of an extreme learning machine (ELM) and an adaptive moving average filter, we suggest a unique method for predicting solar power. The solar power time series' dynamic properties are captured by the adaptive moving average filter, which is used to preprocess the data. The solar power production prediction is then made using the ELM, a quick and effective machine learning technique. The preprocessed data is used to train the ELM, which then uses this knowledge to discover the nonlinear correlations between the input characteristics and solar power production.","2832-8973","979-8-3503-1312-3","10.1109/ICEPE57949.2023.10201641","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10201641","Internet of Things;Solar Power;Adaptive moving average filter;Extreme learning machine","Adaptation models;Renewable energy sources;Extreme learning machines;Time series analysis;Adaptive filters;Production;Solar energy","","","","","","15","IEEE","9 Aug 2023","","","IEEE","IEEE Conferences"
"Bayesian Compressed Sensing-Based Hybrid Models for Stock Price Forecasting","S. Sadik; M. Et-Tolba; B. Nsiri","Research Center STIS, Team M2CS, ENSAM, Mohammed V University, Rabat, Morocco; Institut National Des Postes et Télécommunications, Rabat, Morocco; Research Center STIS, Team M2CS, ENSAM, Mohammed V University, Rabat, Morocco","2023 IEEE Statistical Signal Processing Workshop (SSP)","9 Aug 2023","2023","","","507","511","Nowadays, conventional statistical approaches to stock price forecasting fail to provide accurate predictions because financial data are affected by noise from different sources. To deal with this issue, we propose to apply Bayesian compressed sensing (BCS) for noise removal before performing any prediction. This results in a hybrid forecasting model combining BCS, denoising, and a prediction technique. The BCS approach was chosen instead of the traditional compressed sensing (CS) due to its superiority in terms of signal recovery accuracy. In the prediction step, we consider three models namely, autoregressive integrated moving average (ARIMA), long short-term memory (LSTM), and forward neural networks (FNN). The Standard & Poor 500 index (SP500), the Hang Seng index (HSI), and the Euro Stock 50 index (EU50) series are used as sample data for validation. In terms of accuracy, numerical results show that the proposed BCS-based hybrid models provide better performance compared to their single counterparts.","2693-3551","978-1-6654-5245-8","10.1109/SSP53291.2023.10207939","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10207939","Bayesian compressed sensing;Stock price forecasting;Neural networks;LSTM;FNN;ARIMA;Denoising","Noise reduction;Time series analysis;Predictive models;Numerical models;Bayes methods;Sensors;Indexes","","","","","","22","IEEE","9 Aug 2023","","","IEEE","IEEE Conferences"
"Rankformer: Leveraging Rank Correlation for Transformer-based Time Series Forecasting","Z. Ouyang; M. Jabloun; P. Ravier","PRISME Laboratory, University of Orléans, France; PRISME Laboratory, University of Orléans, France; PRISME Laboratory, University of Orléans, France","2023 IEEE Statistical Signal Processing Workshop (SSP)","9 Aug 2023","2023","","","85","89","Long-term forecasting problem for time series has been actively studied during the last several years, and preceding Transformer-based models have exploited various self-attention mechanisms to discover the long-range dependencies. However, the hidden dependencies required by the forecasting task are not always appropriately extracted, especially the nonlinear serial dependencies in some datasets. In this paper, we propose a novel Transformer-based model, namely Rankformer, leveraging the rank correlation function and decomposition architecture for long-term time series forecasting tasks. Rankformer outperforms four state-of-the-art Transformer-based models and two RNN-based models for different forecasting horizons on different datasets on which extensive experiments were conducted.","2693-3551","978-1-6654-5245-8","10.1109/SSP53291.2023.10207937","Association Nationale de la Recherche et de la Technologie; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10207937","Time Series;Forecasting;Transformer;Rank Correlation;Nonlinear Dependencies","Correlation;Perturbation methods;Time series analysis;Predictive models;Signal processing;Transformers;Time measurement","","","","","","30","IEEE","9 Aug 2023","","","IEEE","IEEE Conferences"
"Temporal-Spatial Time Series Self-Attention 2D & 3D Human Motion Forecasting","A. P. Yunus; K. Morita; N. C. Shirai; T. Wakabayashi","Graduate School of Engineering, Mie University, Mie, Japan; Graduate School of Engineering, Mie University, Mie, Japan; Center for Information Technologies and Networks, Mie University, Mie, Japan; Graduate School of Engineering, Mie University, Mie, Japan","2023 IEEE International Conference on Industry 4.0, Artificial Intelligence, and Communications Technology (IAICT)","9 Aug 2023","2023","","","66","72","The ability to forecast human motion is crucial in increasing awareness of moving objects in the environment. To address this challenge, this study focuses on human motion forecasting based on annotated 2D and 3D data and the model’s usability on data obtained from pose estimation. This research presents the Temporal-Spatial Time Series Self-Attention method for human motion forecasting. The approach is evaluated using the Human 3.6M, 3DPW, and AMASS datasets based on standard evaluation protocols. Our method performed well in the 2D ground truth and pose estimation data compared to the other time series method. Our method did not yet outperform previous research in 3D input data. However, based on the quantitative and qualitative assessments, our approach demonstrated excellent performance in predicting human motion for short- and long-term objectives.","2834-8249","979-8-3503-1363-5","10.1109/IAICT59002.2023.10205596","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10205596","human motion forecasting;time series self-attention;pose forecasting","Measurement;Solid modeling;Three-dimensional displays;Protocols;Time series analysis;Pose estimation;Forecasting","","","","","","27","IEEE","9 Aug 2023","","","IEEE","IEEE Conferences"
"Performance Analysis of Deep Learning Techniques for Time Series Forecasting","N. Tripathy; S. Hota; S. Prusty; S. K. Nayak","Department of Computer Science and Engineering, Siksha ‘O’ Anusandhan, Deemed to be University, Bhubaneswar, Odisha, India; Department of Computer Application, Siksha ‘O’ Anusandhan, Deemed to be University, Bhubaneswar, Odisha, India; Department of Computer Science and Engineering, Siksha ‘O’ Anusandhan, Deemed to be University, Bhubaneswar, Odisha, India; Department of Computer Science and Engineering, Siksha ‘O’ Anusandhan, Deemed to be University, Bhubaneswar, Odisha, India","2023 International Conference in Advances in Power, Signal, and Information Technology (APSIT)","9 Aug 2023","2023","","","639","644","Time series data forecasting is a crucial topic in economics, business, and finance. New methods are being created to evaluate and predict time series data as a result of recent improvements in computing power and more significantly the development of sophisticated machine learning algorithms and methodologies, such as deep learning. This work boons a deep learning-based time series forecasting method and a comparative study among three models that are ARIMA, LSTM and FB-Prophet by using the current knowledge as time series then draws out the key elements of prior data to forecast the values of an upcoming time sequence. In this work, we have taken an electric production dataset, from which 70% of data used as training and 30% of data used as testing the methods. From the experimental result it is found that ARIMA model outperforms the other two model in forecasting this timeseries data.","","979-8-3503-3936-9","10.1109/APSIT58554.2023.10201734","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10201734","Deep Learning;Data Analytics;ARIMA;LSTM;PROPHET;Time Series Data","Deep learning;Training;Biological system modeling;Time series analysis;Production;Predictive models;Data models","","","","","","21","IEEE","9 Aug 2023","","","IEEE","IEEE Conferences"
"Deep Learning Models for MIR-4 Draco Token Exchange Value Forecasting","N. A. I. Gomez; G. S. Lumacad; I. L. R. Saludes; P. A. A. Castino; O. T. B. Ligtao","SHS Department of Science Technology, Engineering and Mathematics, St. Rita's College of Balingasag, Misamis Oriental, Philippines; SHS Department of Science Technology, Engineering and Mathematics, St. Rita's College of Balingasag, Misamis Oriental, Philippines; SHS Department of Science Technology, Engineering and Mathematics, St. Rita's College of Balingasag, Misamis Oriental, Philippines; SHS Department of Science Technology, Engineering and Mathematics, St. Rita's College of Balingasag, Misamis Oriental, Philippines; SHS Department of Science Technology, Engineering and Mathematics, St. Rita's College of Balingasag, Misamis Oriental, Philippines","2023 International Conference in Advances in Power, Signal, and Information Technology (APSIT)","9 Aug 2023","2023","","","268","273","MIR4, is a play to earn game that uses Non-Fungible Tokens (NFT) and cryptocurrency- or in MIR4, Draco Tokens- as a reward. Draco is obtained through mining an in-game resource called Darksteel and is then traded to Wemix Wallet, where real-world money is obtained. Cryptocurrencies are volatile, which gives MIR4 players and traders a decision dilemma of when is the preferable time to buy, sell, or trade Draco Tokens. In this study we present deep learning models, specifically the Long-Short Term Memory (LSTM) neural network, and Neural Prophet (NP) time series machine learning models to forecast future Draco-token exchange value. Historical data of Draco-token value from Yahoo Finance is utilized as a univariate parameter for the analysis, model development, and the forecasting of the future Draco-token exchange values. Performance of formulated models are assessed and compared based on the following regression metrics: RMSE, MSE, MAE and MAPE. Experimental results indicated that the LSTM Neural Network yielded better forecast estimates with lower error than the Neural Prophet. Findings of the study showed that LSTM can be utilized as a tool for forecasting future Draco token exchange values. future research direction suggests improving prediction accuracy by incorporating other parameters such as MIR-4 players sentiments, newly added players, and google search interest over time.","","979-8-3503-3936-9","10.1109/APSIT58554.2023.10201784","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10201784","deep learning;Draco token;LSTM;Neural Prophet;forecasting;MIR-4","Deep learning;Measurement;Neural networks;Time series analysis;Predictive models;Internet;Nonfungible tokens","","","","","","22","IEEE","9 Aug 2023","","","IEEE","IEEE Conferences"
