"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Research on Power Load Forecasting Model Based on Adaptive Feedback Loop Network","W. Li","College of Electronics and Information Engineering, Tongji University, Shanghai, China","2023 IEEE 3rd International Conference on Electronic Technology, Communication and Information (ICETCI)","17 Jul 2023","2023","","","1630","1635","With the development of the power industry and the increasing use of distributed energy, short-term power load forecasting has become very important as a fundamental task of power system operation and planning. However, power loads are influenced by many factors and have complex nonlinear, and time-varying characteristics. It is challenging to capture dynamic changes using traditional forecasting methods accurately. Based on the above, this paper studies a power load forecasting model based on an adaptive feedback loop network (AFLN). First, we use the grey correlation analysis to select similar days as the training data set and construct the meteorological feature vector as the input variable. Second, the adaptive feedback loop network is used to learn and fit the training data set. The network can adaptively adjust the feedback weight and time stepping to improve the modeling ability of time series data. Finally, experiments are conducted on the actual load data and compared with the traditional feedback loop network (FLN) and long-short-term memory network (LSTM). The results show that the proposed AFLN method has high prediction accuracy and stability and has research significance in short-term power load forecasting.","","979-8-3503-9841-0","10.1109/ICETCI57876.2023.10176620","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10176620","Adaptive feedback loop network;Power load forecasting;Grey correlation analysis;Similar days;Meteorological feature vector","Adaptation models;Feedback loop;Adaptive systems;Load forecasting;Time series analysis;Training data;Predictive models","feedback;grey systems;learning (artificial intelligence);load forecasting;power engineering computing;recurrent neural nets;time series","actual load data;adaptive feedback loop network;feedback weight;long-short-term memory network;planning;power industry;power load forecasting model;power loads;power system operation;short-term power load forecasting;time series data;traditional forecasting methods;training data set","","","","8","IEEE","17 Jul 2023","","","IEEE","IEEE Conferences"
"Short-term Power Load Forecasting Based on FA-LSTM with Similar Day Selection","Z. Linzi","School of Mechanical and Electrical Engineering, Soochow University, Suzhou, China","2023 IEEE 3rd International Conference on Electronic Technology, Communication and Information (ICETCI)","17 Jul 2023","2023","","","1110","1115","In order to improve the accuracy of Long Short Term Memory Network(LSTM), a time series prediction model which is improved by Firefly Algorithm (FA) and similar day selection is proposed. Aiming at the problem that input parameters are hard to determine, the number of neurons and the learning rate of the LSTM model are used for automatic iterative optimization through Firefly Algorithm (FA). In addition, to solve the problem of meteorological factors reducing forecasting accuracy, days with weather similar to the forecasted day are selected through the method of similar day selection. Power load from 2018 to 2020 are sampled for empirical analysis, and the FA-LSTM model with similar day selection is compared with the conventional RNN model, LSTM model and FA-LSTM model, after which the effectiveness of the method is verified.","","979-8-3503-9841-0","10.1109/ICETCI57876.2023.10176616","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10176616","LSTM;Firefly Algorithm;similar day;short-term load forecasting","Analytical models;Meteorological factors;Load forecasting;Time series analysis;Weather forecasting;Predictive models;Prediction algorithms","iterative methods;learning (artificial intelligence);load forecasting;optimisation;power engineering computing;recurrent neural nets;time series","automatic iterative optimization;day selection;empirical analysis;FA-LSTM model;firefly algorithm;learning rate;long short term memory network;meteorological factors;power load forecasting;RNN model;time series prediction model","","","","5","IEEE","17 Jul 2023","","","IEEE","IEEE Conferences"
"Prediction of Short-term Passenger Flow in the Metro Station with CNN-LSTM Model","Y. Sun","School of Information and Communication Engineering, Dalian University of Technology, Dalian, China","2023 IEEE 3rd International Conference on Electronic Technology, Communication and Information (ICETCI)","17 Jul 2023","2023","","","1218","1222","Nowadays, the overwhelming majority of people choose to go to work during commuting time, causing great pressure on the traffic system. And methods of effectively predicting the short-term passenger flow of each subway station have aroused great concern. Traditionally, the LSTM deep learning model will be commonly used to process time series data. The reason is that it not only tackles the issue of long-distance reliance that RNN cannot deal with but also solves the trouble such as gradient explosion or gradient disappearance that are common in neural networks. However, in comparison to the LSTM model, the CNN-LSTM model makes it easier to extract the characteristics of time and space. Hence, it is necessary to evaluate which model has a better capacity for predicting passenger flow in metro stations. Undoubtedly, it can find that the CNN-LSTM model can accurately predict the daily traveler stream due to the excellent space extraction ability, through the evaluating function of MAE, MSE, and MASE. Additionally, the development forecast of passenger flow of urban transportation system is a basic work for the construction of urban transportation facilities. Therefore, its role is particularly prominent in the planning and construction of urban rail transit.","","979-8-3503-9841-0","10.1109/ICETCI57876.2023.10176978","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10176978","Short-term passenger flow;LSTM model;CNN-LSTM model","Rails;Recurrent neural networks;Time series analysis;Predictive models;Feature extraction;Space exploration;Convolutional neural networks","convolutional neural nets;deep learning (artificial intelligence);mean square error methods;recurrent neural nets;time series;traffic engineering computing;transportation","CNN-LSTM model;commuting time;great pressure;LSTM deep learning model;metro station;short-term passenger flow;subway station;time series data","","","","12","IEEE","17 Jul 2023","","","IEEE","IEEE Conferences"
"Research on short-term power load forecasting based on ARIMA-LSTM model","W. Zhang; L. Zhao; X. Wang","College of Science, China University of Mining & Technology, Beijing, Beijing, China; College of Science, China University of Mining & Technology, Beijing, Beijing, China; College of Science, China University of Mining & Technology, Beijing, Beijing, China","2023 IEEE 3rd International Conference on Electronic Technology, Communication and Information (ICETCI)","17 Jul 2023","2023","","","775","783","As an important part of power development planning, power load forecasting is an important prerequisite for power generation, transmission and reasonable distribution of electric energy, and improving the accuracy of load forecasting is an important means to guarantee the stable operation of the power grid and improve the economic benefits of the power system. Aiming at short-term power load forecasting, this paper used the Autoregressive Integrated Moving Average (ARIMA) model to forecast the power load time series data, and combined the climate data, the main influencing factor of power load, to optimize the ARIMA residual by Long Short Term Memory (LSTM) model. A combined forecasting model based on ARIMA-LSTM was proposed by fully combining the advantages of both models. Taking the power load in Europe as the prediction object, the results showed that the root mean square error (RMSE) of the combined model was only 0.7835 MW, and the mean absolute percentage error (MAPE) was only 0.06 %. Compared with the LSTM model and ARIMA model, RMSE had been reduced by 91.18 % and 98.48 %, respectively. The combined model has improved the prediction accuracy and had specific practical application value.","","979-8-3503-9841-0","10.1109/ICETCI57876.2023.10176860","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10176860","Short-term load forecasting;ARIMA model;LSTM neural network;Time series prediction","Load forecasting;Time series analysis;Europe;Predictive models;Feature extraction;Data models;Root mean square","autoregressive moving average processes;forecasting theory;load forecasting;mean square error methods;power engineering computing;power grids;recurrent neural nets;regression analysis;time series","ARIMA-LSTM model;autoregressive integrated moving average model;combined forecasting model;long short term memory model;power development planning;power generation;power grid;power load time series data;power system;short-term power load forecasting","","","","15","IEEE","17 Jul 2023","","","IEEE","IEEE Conferences"
"Multivariate Time Series Characterization and Forecasting of VoIP Traffic in Real Mobile Networks","M. D. Mauro; G. Galatro; F. Postiglione; W. Song; A. Liotta","University of Salerno, Italy; IBM, Italy; University of Salerno, Italy; College of Information Technology, Shanghai Ocean University, China; Faculty of Computer Science, Free University of Bozen-Bolzano, Italy","IEEE Transactions on Network and Service Management","","2023","PP","99","1","1","Predicting the behavior of real-time traffic (e.g., VoIP) in mobility scenarios could help the operators to better plan their network infrastructures and to optimize the allocation of resources. Accordingly, in this work the authors propose a forecasting analysis of crucial QoS/QoE descriptors (some of which neglected in the technical literature) of VoIP traffic in a real mobile environment. The problem is formulated in terms of a multivariate time series analysis. Such a formalization allows to discover and model the temporal relationships among various descriptors and to forecast their behaviors for future periods. Techniques such as Vector Autoregressive models and machine learning (deep-based and tree-based) approaches are employed and compared in terms of performance and time complexity, by reframing the multivariate time series problem into a supervised learning one. Moreover, a series of auxiliary analyses (stationarity, orthogonal impulse responses, etc.) are performed to discover the analytical structure of the time series and to provide deep insights about their relationships. The whole theoretical analysis has an experimental counterpart since a set of trials across a real-world LTE-Advanced environment has been performed to collect, post-process and analyze about 600,000 voice packets, organized per flow and differentiated per codec.","1932-4537","","10.1109/TNSM.2023.3295748","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10184084","VoIP traffic characterization;multivariate time series forecasting;machine learning for time series forecasting;mobility scenarios","Time series analysis;Measurement;Forecasting;Behavioral sciences;Bandwidth;Autoregressive processes;Signal to noise ratio","","","","","","","CCBY","14 Jul 2023","","","IEEE","IEEE Early Access Articles"
"Research on the Application of Long Short-Term Memory Neural Network in Power Load Forecasting","T. Hu; Z. Zhang","Zhengzhou University of Light Industry, Zhengzhou, Henan; Northeastern University at Qinhuangdao, Qinhuangdao, Hebei","2023 4th International Conference on Electronic Communication and Artificial Intelligence (ICECAI)","13 Jul 2023","2023","","","305","310","term power load forecasting plays a crucial role in power grid scheduling arrangement and power market trading. The more accurate the forecast is, the better the utilization rate of power generation equipment and the effectiveness of economic dispatch can be improved. However, traditional load forecasting methods have limitations in predicting accuracy, making it difficult to achieve more precise load prediction results. Artificial intelligence forecasting methods such as ANN model and GPR model cannot process the time-series load data effectively, while RNN often encounters gradient disappearance or gradient explosion during the processing of time-series data. Therefore, this paper proposes a short-term power load forecasting model based on long short-term memory neural networks, and compares its forecasting results with those of RT, GPR, and ANN algorithms. The results demonstrate that the proposed model has lower error indices and higher forecasting accuracy in comparison with other traditional forecasting models.","","979-8-3503-1449-6","10.1109/ICECAI58670.2023.10176504","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10176504","component: Short-term power;Load forecasting;Forecasting accuracy;Artificial intelligence;Recurrent neural networks;Long and short-term memory neural networks","Recurrent neural networks;Load forecasting;Predictive models;Data models;Power markets;Power grids;Forecasting","load forecasting;power engineering computing;power grids;power markets;recurrent neural nets;regression analysis;time series","ANN model;artificial intelligence forecasting methods;forecasting accuracy;GPR model;long short-term memory neural network;power generation equipment;power grid scheduling arrangement;power market trading;precise load prediction results;short-term memory neural networks;short-term power load forecasting model;time-series load data;traditional forecasting models;traditional load forecasting methods","","","","19","IEEE","13 Jul 2023","","","IEEE","IEEE Conferences"
"Time Series Analysis and Forecasting of Air Quality Index of Dhaka City of Bangladesh","S. R. Sakib; K. N. Sara; M. T. Hossain Rasel; M. M. Islam Asif; M. A. Hasan Nahid; M. S. Rahman; M. F. Mridha; A. Islam","Department of Computer Science and Engineering, Bangladesh University of Business and Technology, Dhaka, Bangladesh; Department of Computer Science and Engineering, Bangladesh University of Business and Technology, Dhaka, Bangladesh; Department of Computer Science and Engineering, Bangladesh University of Business and Technology, Dhaka, Bangladesh; Department of Computer Science and Engineering, Bangladesh University of Business and Technology, Dhaka, Bangladesh; Department of Computer Science and Engineering, Daffodil International University, Dhaka, Bangladesh; Department of Computer Science and Engineering, Bangladesh University of Business and Technology, Dhaka, Bangladesh; Department of Computer Science, American International University-Bangladesh, Dhaka, Bangladesh; Center for Computational and Data Sciences, Independent University, Bangladesh, Dhaka, Bangladesh","2023 IEEE World AI IoT Congress (AIIoT)","13 Jul 2023","2023","","","0063","0069","In Dhaka, the capital city of Bangladesh, various sources including vehicle emissions, industrial activities, brick kilns, building sites, and open rubbish burning contribute to the air pollution problem. To assess the air quality, the Air Quality Index (AQI) is utilized, which categorizes air quality based on pollutant concentration. In this study, we have built ARIMA, Auto-ARIMA, SARIMAX, and VAR models to predict the air quality of Dhaka. Unlike previous studies, we have utilized hourly air pollutants factors such as PM2.5, PM10, SO2, CO, NO2, and O3 to forecast air quality. Our novel approach enables us to predict the monthly and weekly air quality of Dhaka city. Our analysis reveals that the SARIMAX model, which takes into account seasonal patterns, trends, and external factors, is the most accurate in predicting Dhaka city’s air quality. The model’s prediction performance is assessed using statistical indicators such as mean absolute percentage error and root mean square error. The study highlights that the SARIMAX model could aid policymakers in evaluating the efficacy of air pollution control measures.","","979-8-3503-3761-7","10.1109/AIIoT58121.2023.10174539","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10174539","AQI;Machine Learning;Time Series Data;RMSE;MAPE;Forecasting","Reactive power;Atmospheric modeling;Urban areas;Time series analysis;Predictive models;Air pollution;Market research","air pollution;air quality;autoregressive moving average processes;environmental science computing;mean square error methods;regression analysis;time series","air pollution control measures;air pollution problem;air quality index;AQI;Auto-ARIMA model;Bangladesh;Dhaka city;mean absolute percentage error;pollutant concentration;root mean square error;SARIMAX model;seasonal auto-regressive integrated moving average model;statistical indicators;time series analysis;VAR model;vector autoregressive model","","","","27","IEEE","13 Jul 2023","","","IEEE","IEEE Conferences"
"Predicting Cryptocurrencies Market Phases through On-Chain Data Long-Term Forecasting","B. Casella; L. Paletto","Computer Science Department, University of Turin, Turin, Italy; Computer Science Department, University of Turin, Turin, Italy","2023 IEEE International Conference on Blockchain and Cryptocurrency (ICBC)","12 Jul 2023","2023","","","1","4","Blockchain, the underlying technology of Bitcoin and several other cryptocurrencies, like Ethereum, produces a massive amount of open-access data that can be analyzed, providing important information about the network's activity and its respective token. The on-chain data have extensively been used as input to Machine Learning algorithms for predicting cryptocurrencies' future prices; however, there is a lack of study in predicting the future behaviour of on-chain data. This study aims to show how on-chain data can be used to detect cryptocurrency market regimes, like minimum and maximum, bear and bull market phases, and how forecasting these data can provide an optimal asset allocation for long-term investors.","2832-8906","979-8-3503-1019-1","10.1109/ICBC56567.2023.10174989","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10174989","Blockchain;Bitcoin;cryptocurrencies;on-chain data;artificial intelligence;prediction;asset allocation;trading rules;markets","Measurement;Machine learning algorithms;Time series analysis;Stochastic processes;Predictive models;Prediction algorithms;Data models","blockchains;cryptocurrencies;financial data processing;investment;learning (artificial intelligence);pricing","bear;bull market phases;cryptocurrency market regimes;forecasting these data;long-term investors;Machine Learning algorithms;On-Chain Data Long-Term;open-access data;predicting cryptocurrencies market phases","","","","14","IEEE","12 Jul 2023","","","IEEE","IEEE Conferences"
"Short-Term Photovoltaic Power Prediction Based on ICHOA-GRU","S. Wang; L. Zhou; H. Fu","Faculty of Electrical and Control Engineering, Liaoning Technical University, Huludao, Liaoning, China; Faculty of Electrical and Control Engineering, Liaoning Technical University, Huludao, Liaoning, China; Faculty of Electrical and Control Engineering, Liaoning Technical University, Huludao, Liaoning, China","2023 5th International Conference on Intelligent Control, Measurement and Signal Processing (ICMSP)","12 Jul 2023","2023","","","1","8","Photovoltaic power generation is affected by many factors. In order to improve the prediction accuracy of short-term photovoltaic power, a prediction model based on Pearson coefficient method, improved Chimpanzee algorithm (ICHOA) and gate selected cycle unit (GRU) was proposed. Firstly, Pearson correlation coefficient was used to obtain the main factors affecting photovoltaic power generation, which reduced the computational complexity of the model. Then, the chimpanzee algorithm combined with elite reverse learning and adaptive mutation is used to optimize the relevant hyperparameters of GRU network, and the photovoltaic power generation is predicted under the condition of obtaining the optimal hyperparameters. The simulation results of a power station in Australia show that the MAE of the proposed model is reduced by 26.83%, under different weather conditions, which verifies the effectiveness of the proposed method","","979-8-3503-3603-0","10.1109/ICMSP58539.2023.10171058","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10171058","component;Photovoltaic power prediction;Chimpanzee optimization algorithm;Elite reverse learning;Adaptive variation;GRU","Photovoltaic systems;Adaptation models;Computational modeling;Simulation;Signal processing algorithms;Predictive models;Prediction algorithms","learning (artificial intelligence);load forecasting;mean square error methods;photovoltaic power systems;power engineering computing;recurrent neural nets;regression analysis;time series","gate selected cycle unit;ICHOA-GRU;Pearson coefficient method;Pearson correlation coefficient;photovoltaic power generation;power station;prediction accuracy;prediction model;short-term photovoltaic power prediction","","","","15","IEEE","12 Jul 2023","","","IEEE","IEEE Conferences"
"BiLSTM Network-Based Approach for Electric Load Forecasting in Energy Cell-Tissue Systems","Z. Li; F. Yu; Q. Guan","State Grid Anshan Power Supply Company, Anshan, China; State Grid Anshan Power Supply Company, Anshan, China; State Grid Anshan Power Supply Company, Anshan, China","2022 First International Conference on Cyber-Energy Systems and Intelligent Energy (ICCSIE)","12 Jul 2023","2023","","","1","5","To solve the problem of load forecasting in energy cell-tissue systems, this paper analyzes the correlation between different cells, and proposes a load forecasting method that considers the correlation between energy cells for their different load characteristics. Firstly, the energy cells are clustered using the clustering algorithm, and then select energy cell historical data with strong correlation to form a time series, which is input into the bidirectional long short term memory (BiLSTM) network for load forecasting to improve the accuracy of the prediction.","","978-1-6654-5215-1","10.1109/ICCSIE55183.2023.10175285","Science and Technology Project of State Grid; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10175285","energy cell-tissue systems;load forecasting;bi-directional long short-term memory;clustering algorithm","Correlation;Data analysis;Costs;Load forecasting;Time series analysis;Neural networks;Predictive models","load forecasting;pattern clustering;power engineering computing;recurrent neural nets;time series","bidirectional long short term memory network;BiLSTM network-based approach;clustering algorithm;electric load forecasting;energy cell-tissue systems;time series","","","","13","IEEE","12 Jul 2023","","","IEEE","IEEE Conferences"
"Temporal Decomposition Transformer for Probabilistic Energy Forecasting","J. Ye; B. Zhao; D. Liu","School of Automation Guangdong University of Technology, Guangzhou, China; School of Systems Science Beijing Normal University, Beijing, China; Department of Mechanical and Energy Engineering, Southern University of Science and Technology, Shenzhen, China","2022 First International Conference on Cyber-Energy Systems and Intelligent Energy (ICCSIE)","12 Jul 2023","2023","","","1","5","To ensure the balance of power supply and demand, probabilistic energy forecasting is significant to determine the power generation and dispatch strategies. In order to solve the probabilistic forecasting problem of energy time series, we develop a novel transformer-based decomposition framework, i.e., the temporal decomposition transformer (TDT) to estimate the probability distribution of future time series. TDT achieves accurate and reliable probabilistic forecasting by predicting the mean and standard deviation of time series successively through the decomposition framework. TDT uses the tranformer decoder to capture the temporal feature in the historical time series, and then two tranformer decoders predict the mean and standard deviation of the time series at each future time instant respectively, where the standard deviation is forecasted based on the forecasting of the mean. Finally, the time series probabilistic distribution is modeled by log-likelihood regression. By accomplishing extensive experiments on two real-world energy time series datasets, we conclude that TDT achieves better forecasting accuracy in both point forecasting and probability energy forecasting than compared methods.","","978-1-6654-5215-1","10.1109/ICCSIE55183.2023.10175223","Research and Development; National Natural Science Foundation of China; Beijing Normal University; Chinese Academy of Sciences; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10175223","Pobabilistic energy forecasting;transformers;time series forecasting;time series decomposition","Time series analysis;Predictive models;Transformers;Probabilistic logic;Feature extraction;Probability distribution;Decoding","power engineering computing;probability;regression analysis;statistical distributions;time series","dispatch strategies;forecasting accuracy;future time instant;future time series;historical time series;novel transformer-based decomposition framework;point forecasting;power generation;power supply;probabilistic energy forecasting;probabilistic forecasting problem;probability energy forecasting;real-world energy time series datasets;standard deviation;TDT;temporal decomposition transformer;temporal feature;time series probabilistic distribution;tranformer decoder","","","","13","IEEE","12 Jul 2023","","","IEEE","IEEE Conferences"
"Forecasting Electricity and District Heating Consumption: A Case Study in Schools in Sweden","Z. K. Shahid; S. Saguna; C. Åhlund","Department of Computer Science, Electrical and Space Engineering, Luleå University of Technology, Skellefteå, Sweden; Department of Computer Science, Electrical and Space Engineering, Luleå University of Technology, Skellefteå, Sweden; Department of Computer Science, Electrical and Space Engineering, Luleå University of Technology, Skellefteå, Sweden","2023 IEEE Green Technologies Conference (GreenTech)","11 Jul 2023","2023","","","169","175","The growing population and demand for new public buildings contribute to increased energy consumption and greenhouse emissions. In Sweden, the largest amount of energy is consumed in school buildings, i.e., where schools form the highest number of public properties (30 million m2). In total, schools consumed 4 222 GWh of district heating and about 3 GWh of electricity for heating and other purposes in 2020. These figures lead to the realization of the need to apply effective measures to meet the European Green Deal target for 2030. Accurately forecasting energy usage is important for all stakeholders to conduct economic analysis and optimize decision-making. It is equally important in maintenance operations to allocate resources and enable the staff and students to adjust their behaviours and address the issues in buildings where peak forecasts occur. This paper develops and evaluates a power and district heating consumption for a single day and multiple days forecasting using Multivariate Recurrent Neural Network (RNN) -Long-Short term memory (LSTM) and convolutional neural networks (CNNs) and Autoencoders (AE), using daily real consumption data of six public schools provided by Skelefteå municipality in Sweden. The experimental results demonstrate that the hybrid model CNN-LSTM has achieved good accuracy compared to others, with RMSE and nRMSE error between 18%-25% and 5%-6% for electricity, respectively, and between 20%-30% RMSE and 5% nRMSE for district heating.","2166-5478","978-1-6654-9287-4","10.1109/GreenTech56823.2023.10173792","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10173792","Forecasting consumption;time series analysis;electricity;district heating;LSTM;AE;CNN-LSTM;school buildings","Recurrent neural networks;Green buildings;District heating;Buildings;Sociology;Convolutional neural networks;Stakeholders","convolutional neural nets;decision making;deep learning (artificial intelligence);district heating;energy consumption;power engineering computing;recurrent neural nets","3 GWh;4 222 GWh;daily real consumption data;district heating consumption;energy 222.0 GWh;energy 3.0 GWh;energy usage;European Green Deal target;forecasting electricity;greenhouse emissions;increased energy consumption;multiple days forecasting;Multivariate Recurrent Neural Network -Long-Short term memory;peak forecasts;public buildings;public properties;public schools;school buildings;single day;Sweden","","","","28","IEEE","11 Jul 2023","","","IEEE","IEEE Conferences"
"Short-term Load Forecasting Based on Echo State Network and LightGBM","Y. Miao; J. Zhu; H. Dong; Z. Chen; S. Li; X. Wen","School of Electric Power Engineering, South China University of Technology, Guangzhou, China; School of Electric Power Engineering, South China University of Technology, Guangzhou, China; School of Electric Power Engineering, South China University of Technology, Guangzhou, China; School of Electric Power Engineering, South China University of Technology, Guangzhou, China; School of Electric Power Engineering, South China University of Technology, Guangzhou, China; School of Electric Power Engineering, South China University of Technology, Guangzhou, China","2023 IEEE International Conference on Predictive Control of Electrical Drives and Power Electronics (PRECEDE)","11 Jul 2023","2023","","","1","6","At present, the continuous development of deep learning technology provides many new ideas for short-term load forecasting. In order to overcome the limitations of deep learning methods and further improve the accuracy of short-term load forecasting, a load forecasting model based on echo state network (ESN) and light gradient boosting machine (LightGBM) is proposed in this paper. Firstly, two load forecasting models based on ESN and LightGBM are developed respectively in this study. Characteristic data required for forecasting are input into each model and respective forecasts are obtained through training. A weighted combination of the two predictions is then performed using an optimal weighted combination method to determine the weight value of the combination, and the final combination forecast value is obtained. The proposed method is evaluated using open-source real load datasets and the results show that the method can effectively combine the advantages of the two models, incorporating both overall time series perception and effective processing of discrete data. The proposed method demonstrates can improve forecasting accuracy compared to using either model alone.","","979-8-3503-9686-7","10.1109/PRECEDE57319.2023.10174609","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10174609","load forecasting;optimal weighted combination;echo state network;light gradient boosting machine","Deep learning;Analytical models;Load forecasting;Time series analysis;Predictive models;Boosting;Transformers","deep learning (artificial intelligence);learning (artificial intelligence);load forecasting;power engineering computing;recurrent neural nets;time series","deep learning methods;echo state network;final combination forecast value;forecasting accuracy;LightGBM;load datasets;load forecasting model;optimal weighted combination method;respective forecasts;short-term load forecasting","","","","26","IEEE","11 Jul 2023","","","IEEE","IEEE Conferences"
"FSNet: A Hybrid Model for Seasonal Forecasting","A. Rebei; M. Amayri; N. Bouguila","Concordia Institute for Information Systems Engineering (CIISE), Concordia University, Montreal, QC, Canada; Concordia Institute for Information Systems Engineering (CIISE), Concordia University, Montreal, QC, Canada; Concordia Institute for Information Systems Engineering (CIISE), Concordia University, Montreal, QC, Canada","IEEE Transactions on Emerging Topics in Computational Intelligence","","2023","PP","99","1","14","Load forecasting with low prediction error is essential to keep minimizing costs in generating and supplying power. It has many applications in energy production, distribution, and infrastructure construction. Because of the high autocorrelation and strong seasonality in load data, it is difficult to build robust and generalizable forecasting models. To address the problem, we propose a hybrid model, the Fourier Split NET (FSNET). The proposed model consists of two phases. A deseasonalization phase where the model uses the Fourier transform to isolate the seasonal component from the data using the fast Fourier transform. The second phase consists of training a simple linear model to replicate the seasonal behavior of the data and training a group of LSTM neural networks on different clusters of the data. The model uses statistical features to build separate LSTM models for different groups of data. We experimented on open datasets and obtained higher accuracy results compared to other forecasting approaches using different accuracy metrics.","2471-285X","","10.1109/TETCI.2023.3290050","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10177276","Short-term load forecasting;deep learning;long short-term memory (LSTM);forecast combination","Time series analysis;Load modeling;Predictive models;Load forecasting;Prediction algorithms;Forecasting;Data models","","","","","","","IEEE","10 Jul 2023","","","IEEE","IEEE Early Access Articles"
"DifFormer: Multi-Resolutional Differencing Transformer With Dynamic Ranging for Time Series Analysis","B. Li; W. Cui; L. Zhang; C. Zhu; W. Wang; I. Tsang; J. T. Zhou","Centre for Frontier AI Research (CFAR) and Institute of High Performance Computing (IHPC), the Agency for Science, Technology and Research (A*STAR), Singapore; Institute for Infocomm Research (I2R), Agency for Science, Technology and Research (A*STAR), Singapore; University of Electronic Science and Technology of China, China; University of Electronic Science and Technology of China, China; University of Electronic Science and Technology of China, China; Centre for Frontier AI Research (CFAR) and Institute of High Performance Computing (IHPC), the Agency for Science, Technology and Research (A*STAR), Singapore; Centre for Frontier AI Research (CFAR) and Institute of High Performance Computing (IHPC), the Agency for Science, Technology and Research (A*STAR), Singapore","IEEE Transactions on Pattern Analysis and Machine Intelligence","","2023","PP","99","1","12","Time series analysis is essential to many far-reaching applications of data science and statistics including economic and financial forecasting, surveillance, and automated business processing. Though being greatly successful of Transformer in computer vision and natural language processing, the potential of employing it as the general backbone in analyzing the ubiquitous times series data has not been fully released yet. Prior Transformer variants on time series highly rely on task-dependent designs and pre-assumed “pattern biases”, revealing its insufficiency in representing nuanced seasonal, cyclic, and outlier patterns which are highly prevalent in time series. As a consequence, they can not generalize well to different time series analysis tasks. To tackle the challenges, we propose DifFormer, an effective and efficient Transformer architecture that can serve as a workhorse for a variety of time-series analysis tasks. DifFormer incorporates a novel multi-resolutional differencing mechanism, which is able to progressively and adaptively make nuanced yet meaningful changes prominent, meanwhile, the periodic or cyclic patterns can be dynamically captured with flexible lagging and dynamic ranging operations. Extensive experiments demonstrate DifFormer significantly outperforms state-of-the-art models on three essential time-series analysis tasks, including classification, regression, and forecasting. In addition to its superior performances, DifFormer also excels in efficiency – a linear time/memory complexity with empirically lower time consumption.","1939-3539","","10.1109/TPAMI.2023.3293516","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10177239","Deep forecasting;deep time series analysis;transformer","Time series analysis;Task analysis;Transformers;Forecasting;Predictive models;Market research;Analytical models","","","","","","","IEEE","10 Jul 2023","","","IEEE","IEEE Early Access Articles"
